10,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>corsica</b> food. The restaurant should be in the <b>cheap</b> price range. The restaurant should be in the <b>north</b> area. If there is no such restaurant, how about one that serves <b>indian</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>6 people</b> at <b>time</b> on <b>Saturday</b>. Make sure you get the <b>reference number</b>."
11,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>thai</b> food. The restaurant should be in the <b>centre</b> area. Don't go for the first restaurant the system offers you, ask if there is anything else. Once you find the <b>restaurant</b> you want to book a table for <b>4 people</b> at <b>time</b> on <b>Sunday</b>. Make sure you get the <b>reference number</b>."
12,"You are looking for a <b>restaurant</b>. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>east</b> area. If there is no such restaurant, how about one that's in the <b>centre</b> area and in the <b>moderate</b> price range? Once you find the <b>restaurant</b> you want to book a table for <b>5 people</b> at <b>time</b> on <b>Tuesday</b>. Make sure you get the <b>reference number</b>."
13,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>international</b> food. The restaurant should be in the <b>moderate</b> price range. The restaurant should be in the <b>centre</b> area. Don't go for the first restaurant the system offers you, ask if there is anything else. Once you find the <b>restaurant</b> you want to book a table for <b>8 people</b> at <b>time</b> on <b>Wednesday</b>. Make sure you get the <b>reference number</b>."
14,"You are looking for a <b>restaurant</b>. The restaurant should be in the <b>moderate</b> price range. The restaurant should be in the <b>east</b> area. Don't go for the first restaurant the system offers you, ask if there is anything else. Make sure you get the <b>address</b>, and <b>postcode</b>."
15,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>belgian</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>centre</b> area. If there is no such restaurant, how about one that serves <b>chinese</b> food. Make sure you get the <b>postcode</b>, and <b>phone number</b>."
16,"You are looking for a <b>particular restaurant</b>. Its name is called <b>restaurant alimentum</b>. Make sure you get the <b>postcode</b>, and <b>address</b>."
17,You are looking for a <b>particular restaurant</b>. Its name is called <b>lan hong house</b>. Once you find the <b>restaurant</b> you want to book a table for <b>6 people</b> at <b>time</b> on <b>Saturday</b>. Make sure you get the <b>reference number</b>.
18,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>italian</b> food. The restaurant should be in the <b>cheap</b> price range. The restaurant should be in the <b>north</b> area. Make sure you get the <b>phone number</b>, and <b>address</b>."
19,You are looking for a <b>restaurant</b>. The restaurant should serve <b>indian</b> food. The restaurant should be in the <b>centre</b> area. Once you find the <b>restaurant</b> you want to book a table for <b>6 people</b> at <b>time</b> on <b>Wednesday</b>. Make sure you get the <b>reference number</b>.
20,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>mexican</b> food. The restaurant should be in the <b>north</b> area. If there is no such restaurant, how about one that serves <b>chinese</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>6 people</b> at <b>time</b> on <b>Wednesday</b>."
21,You are looking for a <b>particular restaurant</b>. Its name is called <b>restaurant one seven</b>. Once you find the <b>restaurant</b> you want to book a table for <b>3 people</b> at <b>time</b> on <b>Friday</b>. Make sure you get the <b>reference number</b>.
22,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>greek</b> food. The restaurant should be in the <b>centre</b> area. If there is no such restaurant, how about one that serves <b>chinese</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>8 people</b> at <b>time</b> on <b>Wednesday</b>. Make sure you get the <b>reference number</b>."
23,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>british</b> food. The restaurant should be in the <b>centre</b> area. Make sure you get the <b>address</b>, <b>postcode</b>, and <b>phone number</b>."
24,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>british</b> food. The restaurant should be in the <b>moderate</b> price range. The restaurant should be in the <b>centre</b> area. Make sure you get the <b>postcode</b>, and <b>address</b>."
25,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>welsh</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>centre</b> area. If there is no such restaurant, how about one that serves <b>italian</b> food. Make sure you get the <b>phone number</b>, and <b>address</b>."
26,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>danish</b> food. The restaurant should be in the <b>cheap</b> price range. The restaurant should be in the <b>centre</b> area. If there is no such restaurant, how about one that serves <b>asian oriental</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>2 people</b> at <b>time</b> on <b>Thursday</b>. Make sure you get the <b>reference number</b>."
27,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>the americas</b> food. The restaurant should be in the <b>centre</b> area. If there is no such restaurant, how about one that serves <b>italian</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>5 people</b> at <b>time</b> on <b>Wednesday</b>. Make sure you get the <b>reference number</b>."
28,You are looking for a <b>restaurant</b>. The restaurant should serve <b>chinese</b> food. The restaurant should be in the <b>cheap</b> price range. Once you find the <b>restaurant</b> you want to book a table for <b>1 people</b> at <b>time</b> on <b>Saturday</b>. Make sure you get the <b>reference number</b>.
29,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>british</b> food. The restaurant should be in the <b>expensive</b> price range. Make sure you get the <b>postcode</b>, and <b>address</b>."
30,You are looking for a <b>restaurant</b>. The restaurant should serve <b>italian</b> food. The restaurant should be in the <b>moderate</b> price range. Once you find the <b>restaurant</b> you want to book a table for <b>8 people</b> at <b>time</b> on <b>Friday</b>. Make sure you get the <b>reference number</b>.
31,You are looking for a <b>restaurant</b>. The restaurant should serve <b>chinese</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>centre</b> area. Once you find the <b>restaurant</b> you want to book a table for <b>1 people</b> at <b>time</b> on <b>Thursday</b>. Make sure you get the <b>reference number</b>.
32,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>portuguese</b> food. The restaurant should be in the <b>moderate</b> price range. If there is no such restaurant, how about one that serves <b>turkish</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>1 people</b> at <b>time</b> on <b>Monday</b>. Make sure you get the <b>reference number</b>."
33,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>mediterranean</b> food. The restaurant should be in the <b>cheap</b> price range. The restaurant should be in the <b>south</b> area. If there is no such restaurant, how about one that serves <b>portuguese</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>3 people</b> at <b>time</b> on <b>Friday</b>."
34,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>persian</b> food. The restaurant should be in the <b>moderate</b> price range. The restaurant should be in the <b>centre</b> area. If there is no such restaurant, how about one that serves <b>modern european</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>8 people</b> at <b>time</b> on <b>Thursday</b>."
35,You are looking for a <b>particular restaurant</b>. Its name is called <b>pizza hut city centre</b>. Once you find the <b>restaurant</b> you want to book a table for <b>2 people</b> at <b>time</b> on <b>Friday</b>.
36,"You are looking for a <b>restaurant</b>. The restaurant should be in the <b>moderate</b> price range. The restaurant should be in the <b>centre</b> area. If there is no such restaurant, how about one that's in the <b>west</b> area and in the <b>cheap</b> price range? Once you find the <b>restaurant</b> you want to book a table for <b>5 people</b> at <b>time</b> on <b>Friday</b>. Make sure you get the <b>reference number</b>."
37,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>indian</b> food. The restaurant should be in the <b>expensive</b> price range. Make sure you get the <b>postcode</b>, and <b>phone number</b>."
38,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>italian</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>south</b> area. Don't go for the first restaurant the system offers you, ask if there is anything else. Once you find the <b>restaurant</b> you want to book a table for <b>2 people</b> at <b>time</b> on <b>Sunday</b>. Make sure you get the <b>reference number</b>."
39,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>light bites</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>centre</b> area. If there is no such restaurant, how about one that serves <b>chinese</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>5 people</b> at <b>time</b> on <b>Wednesday</b>."
40,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>northern european</b> food. The restaurant should be in the <b>moderate</b> price range. If there is no such restaurant, how about one that serves <b>modern european</b> food. Make sure you get the <b>phone number</b>, and <b>postcode</b>."
41,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>chinese</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>centre</b> area. Don't go for the first restaurant the system offers you, ask if there is anything else. Make sure you get the <b>postcode</b>, <b>phone number</b>, and <b>address</b>."
42,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>indian</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>centre</b> area. Don't go for the first restaurant the system offers you, ask if there is anything else. Once you find the <b>restaurant</b> you want to book a table for <b>2 people</b> at <b>time</b> on <b>Friday</b>."
43,You are looking for a <b>restaurant</b>. The restaurant should serve <b>british</b> food. The restaurant should be in the <b>expensive</b> price range. Once you find the <b>restaurant</b> you want to book a table for <b>6 people</b> at <b>time</b> on <b>Monday</b>. Make sure you get the <b>reference number</b>.
44,You are looking for a <b>restaurant</b>. The restaurant should serve <b>turkish</b> food. The restaurant should be in the <b>moderate</b> price range. The restaurant should be in the <b>centre</b> area. Make sure you get the <b>address</b>.
45,You are looking for a <b>restaurant</b>. The restaurant should serve <b>vietnamese</b> food. The restaurant should be in the <b>cheap</b> price range. Once you find the <b>restaurant</b> you want to book a table for <b>5 people</b> at <b>time</b> on <b>Tuesday</b>.
46,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>north american</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>centre</b> area. Make sure you get the <b>address</b>, and <b>phone number</b>."
47,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>middle eastern</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>centre</b> area. If there is no such restaurant, how about one that serves <b>mediterranean</b> food. Make sure you get the <b>address</b>, <b>phone number</b>, and <b>postcode</b>."
48,You are looking for a <b>restaurant</b>. The restaurant should serve <b>european</b> food. The restaurant should be in the <b>expensive</b> price range. Once you find the <b>restaurant</b> you want to book a table for <b>2 people</b> at <b>time</b> on <b>Monday</b>.
49,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>asian oriental</b> food. The restaurant should be in the <b>east</b> area. If there is no such restaurant, how about one that serves <b>british</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>7 people</b> at <b>time</b> on <b>Thursday</b>."
50,You are looking for a <b>restaurant</b>. The restaurant should serve <b>chinese</b> food. The restaurant should be in the <b>expensive</b> price range. Once you find the <b>restaurant</b> you want to book a table for <b>4 people</b> at <b>time</b> on <b>Tuesday</b>.
51,You are looking for a <b>restaurant</b>. The restaurant should serve <b>chinese</b> food. The restaurant should be in the <b>moderate</b> price range. Once you find the <b>restaurant</b> you want to book a table for <b>1 people</b> at <b>time</b> on <b>Saturday</b>. Make sure you get the <b>reference number</b>.
52,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>latin american</b> food. The restaurant should be in the <b>moderate</b> price range. The restaurant should be in the <b>centre</b> area. If there is no such restaurant, how about one that serves <b>lebanese</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>3 people</b> at <b>time</b> on <b>Tuesday</b>. Make sure you get the <b>reference number</b>."
53,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>vegetarian</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>centre</b> area. If there is no such restaurant, how about one that serves <b>turkish</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>4 people</b> at <b>time</b> on <b>Saturday</b>."
54,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>british</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>centre</b> area. Make sure you get the <b>phone number</b>, and <b>address</b>."
55,You are looking for a <b>particular restaurant</b>. Its name is called <b>little seoul</b>. Once you find the <b>restaurant</b> you want to book a table for <b>4 people</b> at <b>time</b> on <b>Monday</b>. Make sure you get the <b>reference number</b>.
56,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>italian</b> food. The restaurant should be in the <b>cheap</b> price range. Don't go for the first restaurant the system offers you, ask if there is anything else. Make sure you get the <b>phone number</b>, and <b>postcode</b>."
57,You are looking for a <b>particular restaurant</b>. Its name is called <b>la margherita</b>. Make sure you get the <b>address</b>.
58,You are looking for a <b>restaurant</b>. The restaurant should be in the <b>cheap</b> price range. The restaurant should be in the <b>south</b> area. Once you find the <b>restaurant</b> you want to book a table for <b>4 people</b> at <b>time</b> on <b>Saturday</b>. Make sure you get the <b>reference number</b>.
59,You are looking for a <b>particular restaurant</b>. Its name is called <b>royal standard</b>. Once you find the <b>restaurant</b> you want to book a table for <b>1 people</b> at <b>time</b> on <b>Friday</b>.
60,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>african</b> food. The restaurant should be in the <b>centre</b> area. Make sure you get the <b>phone number</b>, and <b>address</b>."
61,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>modern european</b> food. The restaurant should be in the <b>moderate</b> price range. The restaurant should be in the <b>centre</b> area. Don't go for the first restaurant the system offers you, ask if there is anything else. Once you find the <b>restaurant</b> you want to book a table for <b>6 people</b> at <b>time</b> on <b>Thursday</b>. Make sure you get the <b>reference number</b>."
62,You are looking for a <b>particular restaurant</b>. Its name is called <b>restaurant one seven</b>. Make sure you get the <b>address</b>.
63,You are looking for a <b>particular restaurant</b>. Its name is called <b>prezzo</b>. Once you find the <b>restaurant</b> you want to book a table for <b>4 people</b> at <b>time</b> on <b>Friday</b>. Make sure you get the <b>reference number</b>.
64,You are looking for a <b>restaurant</b>. The restaurant should serve <b>indian</b> food. The restaurant should be in the <b>expensive</b> price range. Once you find the <b>restaurant</b> you want to book a table for <b>5 people</b> at <b>time</b> on <b>Wednesday</b>.
65,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>indian</b> food. The restaurant should be in the <b>moderate</b> price range. The restaurant should be in the <b>west</b> area. Don't go for the first restaurant the system offers you, ask if there is anything else. Make sure you get the <b>postcode</b>."
66,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>modern american</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>west</b> area. If there is no such restaurant, how about one that serves <b>thai</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>7 people</b> at <b>time</b> on <b>Thursday</b>."
67,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>italian</b> food. The restaurant should be in the <b>expensive</b> price range. Make sure you get the <b>address</b>, <b>phone number</b>, and <b>postcode</b>."
68,"You are looking for a <b>particular restaurant</b>. Its name is called <b>cotto</b>. Make sure you get the <b>address</b>, <b>phone number</b>, and <b>postcode</b>."
69,You are looking for a <b>restaurant</b>. The restaurant should serve <b>italian</b> food. The restaurant should be in the <b>east</b> area. Once you find the <b>restaurant</b> you want to book a table for <b>1 people</b> at <b>time</b> on <b>Saturday</b>. Make sure you get the <b>reference number</b>.
70,"You are looking for a <b>restaurant</b>. The restaurant should be in the <b>moderate</b> price range. The restaurant should be in the <b>north</b> area. If there is no such restaurant, how about one that's in the <b>centre</b> area. Once you find the <b>restaurant</b> you want to book a table for <b>5 people</b> at <b>time</b> on <b>Monday</b>. Make sure you get the <b>reference number</b>."
71,You are looking for a <b>restaurant</b>. The restaurant should serve <b>italian</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>south</b> area. Once you find the <b>restaurant</b> you want to book a table for <b>4 people</b> at <b>time</b> on <b>Friday</b>.
72,You are looking for a <b>restaurant</b>. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>west</b> area. Once you find the <b>restaurant</b> you want to book a table for <b>5 people</b> at <b>time</b> on <b>Saturday</b>. Make sure you get the <b>reference number</b>.
73,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>afghan</b> food. The restaurant should be in the <b>north</b> area. If there is no such restaurant, how about one that serves <b>european</b> food. Make sure you get the <b>address</b>, and <b>phone number</b>."
74,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>chinese</b> food. The restaurant should be in the <b>cheap</b> price range. Make sure you get the <b>address</b>, <b>phone number</b>, and <b>postcode</b>."
75,You are looking for a <b>restaurant</b>. The restaurant should serve <b>indian</b> food. The restaurant should be in the <b>moderate</b> price range. The restaurant should be in the <b>east</b> area. Once you find the <b>restaurant</b> you want to book a table for <b>6 people</b> at <b>time</b> on <b>Saturday</b>. Make sure you get the <b>reference number</b>.
76,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>french</b> food. The restaurant should be in the <b>south</b> area. If there is no such restaurant, how about one that serves <b>modern european</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>7 people</b> at <b>time</b> on <b>Friday</b>. Make sure you get the <b>reference number</b>."
77,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>venetian</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>east</b> area. If there is no such restaurant, how about one that serves <b>indian</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>6 people</b> at <b>time</b> on <b>Monday</b>."
78,You are looking for a <b>restaurant</b>. The restaurant should serve <b>turkish</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>centre</b> area. Once you find the <b>restaurant</b> you want to book a table for <b>7 people</b> at <b>time</b> on <b>Monday</b>. Make sure you get the <b>reference number</b>.
79,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>indian</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>west</b> area. Don't go for the first restaurant the system offers you, ask if there is anything else. Once you find the <b>restaurant</b> you want to book a table for <b>8 people</b> at <b>time</b> on <b>Tuesday</b>. Make sure you get the <b>reference number</b>."
80,"You are looking for a <b>restaurant</b>. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>east</b> area. If there is no such restaurant, how about one that's in the <b>west</b> area. Make sure you get the <b>address</b>."
81,You are looking for a <b>particular restaurant</b>. Its name is called <b>the lucky star</b>. Once you find the <b>restaurant</b> you want to book a table for <b>2 people</b> at <b>time</b> on <b>Saturday</b>.
82,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>asian oriental</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>north</b> area. Don't go for the first restaurant the system offers you, ask if there is anything else. Once you find the <b>restaurant</b> you want to book a table for <b>8 people</b> at <b>time</b> on <b>Saturday</b>. Make sure you get the <b>reference number</b>."
83,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>swiss</b> food. The restaurant should be in the <b>cheap</b> price range. The restaurant should be in the <b>east</b> area. If there is no such restaurant, how about one that serves <b>international</b> food. Make sure you get the <b>postcode</b>."
84,You are looking for a <b>restaurant</b>. The restaurant should be in the <b>moderate</b> price range. The restaurant should be in the <b>centre</b> area. Once you find the <b>restaurant</b> you want to book a table for <b>2 people</b> at <b>time</b> on <b>Tuesday</b>. Make sure you get the <b>reference number</b>.
85,You are looking for a <b>particular restaurant</b>. Its name is called <b>city stop restaurant</b>. Make sure you get the <b>phone number</b>.
86,"You are looking for a <b>restaurant</b>. The restaurant should be in the <b>cheap</b> price range. The restaurant should be in the <b>centre</b> area. Make sure you get the <b>phone number</b>, and <b>address</b>."
87,You are looking for a <b>restaurant</b>. The restaurant should serve <b>british</b> food. The restaurant should be in the <b>west</b> area. Once you find the <b>restaurant</b> you want to book a table for <b>6 people</b> at <b>time</b> on <b>Saturday</b>. Make sure you get the <b>reference number</b>.
88,You are looking for a <b>restaurant</b>. The restaurant should serve <b>asian oriental</b> food. The restaurant should be in the <b>cheap</b> price range. The restaurant should be in the <b>centre</b> area. Once you find the <b>restaurant</b> you want to book a table for <b>1 people</b> at <b>time</b> on <b>Tuesday</b>. Make sure you get the <b>reference number</b>.
89,You are looking for a <b>particular restaurant</b>. Its name is called <b>hakka</b>. Once you find the <b>restaurant</b> you want to book a table for <b>3 people</b> at <b>time</b> on <b>Saturday</b>. Make sure you get the <b>reference number</b>.
90,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>barbeque</b> food. The restaurant should be in the <b>moderate</b> price range. If there is no such restaurant, how about one that serves <b>gastropub</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>5 people</b> at <b>time</b> on <b>Thursday</b>."
91,You are looking for a <b>restaurant</b>. The restaurant should serve <b>gastropub</b> food. The restaurant should be in the <b>expensive</b> price range. Once you find the <b>restaurant</b> you want to book a table for <b>4 people</b> at <b>time</b> on <b>Saturday</b>. Make sure you get the <b>reference number</b>.
92,"You are looking for a <b>restaurant</b>. The restaurant should be in the <b>cheap</b> price range. The restaurant should be in the <b>east</b> area. If there is no such restaurant, how about one that's in the <b>centre</b> area and in the <b>moderate</b> price range? Once you find the <b>restaurant</b> you want to book a table for <b>5 people</b> at <b>time</b> on <b>Saturday</b>. Make sure you get the <b>reference number</b>."
93,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>chinese</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>south</b> area. Make sure you get the <b>address</b>, and <b>postcode</b>."
94,"You are looking for a <b>restaurant</b>. The restaurant should be in the <b>cheap</b> price range. The restaurant should be in the <b>north</b> area. If there is no such restaurant, how about one that's in the <b>west</b> area and in the <b>expensive</b> price range? Make sure you get the <b>address</b>, and <b>postcode</b>."
95,You are looking for a <b>restaurant</b>. The restaurant should serve <b>italian</b> food. The restaurant should be in the <b>cheap</b> price range. The restaurant should be in the <b>centre</b> area. Make sure you get the <b>phone number</b>.
96,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>venetian</b> food. The restaurant should be in the <b>expensive</b> price range. The restaurant should be in the <b>centre</b> area. If there is no such restaurant, how about one that serves <b>chinese</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>4 people</b> at <b>time</b> on <b>Wednesday</b>. Make sure you get the <b>reference number</b>."
97,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>mexican</b> food. The restaurant should be in the <b>centre</b> area. If there is no such restaurant, how about one that serves <b>indian</b> food. Make sure you get the <b>postcode</b>, <b>address</b>, and <b>phone number</b>."
98,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>greek</b> food. The restaurant should be in the <b>expensive</b> price range. If there is no such restaurant, how about one that serves <b>french</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>1 people</b> at <b>time</b> on <b>Sunday</b>."
99,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>asian oriental</b> food. The restaurant should be in the <b>cheap</b> price range. The restaurant should be in the <b>centre</b> area. Make sure you get the <b>postcode</b>, <b>phone number</b>, and <b>address</b>."
100,"You are looking for a <b>restaurant</b>. The restaurant should be in the <b>cheap</b> price range. The restaurant should be in the <b>south</b> area. If there is no such restaurant, how about one that's in the <b>centre</b> area and in the <b>moderate</b> price range? Once you find the <b>restaurant</b> you want to book a table for <b>4 people</b> at <b>time</b> on <b>Wednesday</b>."
101,You are looking for a <b>restaurant</b>. The restaurant should serve <b>indian</b> food. The restaurant should be in the <b>east</b> area. Once you find the <b>restaurant</b> you want to book a table for <b>3 people</b> at <b>time</b> on <b>Monday</b>.
102,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>hungarian</b> food. The restaurant should be in the <b>moderate</b> price range. If there is no such restaurant, how about one that serves <b>modern european</b> food. Once you find the <b>restaurant</b> you want to book a table for <b>1 people</b> at <b>time</b> on <b>Saturday</b>. Make sure you get the <b>reference number</b>."
103,You are looking for a <b>particular restaurant</b>. Its name is called <b>royal spice</b>. Once you find the <b>restaurant</b> you want to book a table for <b>2 people</b> at <b>time</b> on <b>Wednesday</b>. Make sure you get the <b>reference number</b>.
104,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>greek</b> food. The restaurant should be in the <b>expensive</b> price range. If there is no such restaurant, how about one that serves <b>indian</b> food. Make sure you get the <b>address</b>, and <b>postcode</b>."
105,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>creative</b> food. The restaurant should be in the <b>cheap</b> price range. The restaurant should be in the <b>north</b> area. If there is no such restaurant, how about one that serves <b>indian</b> food. Make sure you get the <b>postcode</b>, <b>phone number</b>, and <b>address</b>."
106,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>european</b> food. The restaurant should be in the <b>moderate</b> price range. The restaurant should be in the <b>centre</b> area. Don't go for the first restaurant the system offers you, ask if there is anything else. Make sure you get the <b>postcode</b>, <b>address</b>, and <b>phone number</b>."
107,You are looking for a <b>restaurant</b>. The restaurant should serve <b>lebanese</b> food. The restaurant should be in the <b>moderate</b> price range. The restaurant should be in the <b>centre</b> area. Make sure you get the <b>address</b>.
108,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>lebanese</b> food. The restaurant should be in the <b>cheap</b> price range. The restaurant should be in the <b>west</b> area. If there is no such restaurant, how about one that serves <b>vietnamese</b> food. Make sure you get the <b>postcode</b>."
109,"You are looking for a <b>restaurant</b>. The restaurant should serve <b>asian oriental</b> food. The restaurant should be in the <b>moderate</b> price range. The restaurant should be in the <b>centre</b> area. Don't go for the first restaurant the system offers you, ask if there is anything else. Once you find the <b>restaurant</b> you want to book a table for <b>4 people</b> at <b>time</b> on <b>Saturday</b>. Make sure you get the <b>reference number</b>."
