,id,who,utt
42,SNG01179.json,0,Can you help me find a restaurant?
43,SNG01179.json,1,Are you looking for a particular style of food?
44,SNG01179.json,0,I'm actually looking for a particular restaurant recommended to me by the name of royal spice.
45,SNG01179.json,1,"Yes, the Royal Spice is located on Victoria Avenue Chesterton and on the northern part of Cambridge."
46,SNG01179.json,0,May I ask what type of food does Royal Spice serve? 
47,SNG01179.json,1,Sure! It is Indian food.
48,SNG01179.json,0,I'll also need the postcode and area please.
49,SNG01179.json,1,Royal Spice is located in the north area and the postcode is cb41eh.
50,SNG01179.json,0,"Great, thanks. That is all I need today."
51,SNG01179.json,1,Thank you for allowing me to help you. Have a great day.
52,SNG01184.json,0,Can you help me find a good thai restaurant in the west?
53,SNG01184.json,1,There is Sala Thong that's expensive would you like me to book a table for you?  
54,SNG01184.json,0,"Yes, that would be great."
55,SNG01184.json,1,Can you please tell me how many people and what day and time you would like me to book it?
56,SNG01184.json,0,Thursday at 12:45 for 7 people. 
57,SNG01184.json,1,I was able to book that for you for Thursday. Your reference number is 07CI497H.
58,SNG01184.json,0,thank you for your service
59,SNG01184.json,1,You are quite welcome. Do you need any further assistance?
60,SNG01184.json,0,"No, the reservation is all. Goodbye."
61,SNG01184.json,1,Thank you for using our services.
62,SNG01196.json,0,I am looking for a restaurant. The restaurant should serve world food and should be in the centre
63,SNG01196.json,1,"Unfortunately, I couldn't find a restaurant that serves that kind of food in that area."
64,SNG01196.json,0,What expensive restaurants are there?
65,SNG01196.json,1,The cambridge chop house is expensive and it's british food. Is that okay?
66,SNG01196.json,0,No. Try looking for a restaurant that serves Korean food.
67,SNG01196.json,1,I found the Little Seoul restaurant. Would you like me to make a reservation?
68,SNG01196.json,0,"Yes, a table for two."
69,SNG01196.json,1,"I'd be happy to reserve for you, what day and time are you looking for?"
70,SNG01196.json,0,"Thank you, I need a reservation for 2 people at 13:15 on Monday."
71,SNG01196.json,1,"GG3DCUFD is your confirmation code, may I help you with anything else?"
72,SNG01196.json,0,No that was everything. Thanks
73,SNG01196.json,1,Thank you for using our services.
74,SNG01198.json,0,Are there any Chinese restaurants in the centre part of town?
75,SNG01198.json,1,jinling noodle bar is in the centre abd serves chinese food
76,SNG01198.json,0,Are they expensive?
77,SNG01198.json,1,They are in the moderate price range.
78,SNG01198.json,0,"Please look for something else in the expensive price range. I will need the address, post code and phone number."
79,SNG01198.json,1,Does the Jinling Noodle Bar sound like a good choice?
80,SNG01198.json,0,"Sure! What's the address, postcode, and phone number of it?"
81,SNG01198.json,1,"their address is 11 Peas Hill City Centre, postcode is cb23pp , and phone number is 01223566188
"
82,SNG01198.json,0,thank you for your help
83,SNG01198.json,1,Thank you goodbye
84,SNG01221.json,0,Please help me find somewhere to eat in the centre
85,SNG01221.json,1,"You could try the yippee noodle bar, which is asian oriental, and priced moderately. It is located at 40428 King Street City Centre. "
86,SNG01221.json,0,That sounds great. Can I get a postcode? Thanks!
87,SNG01221.json,1,The postcode is cb21rq. Would you like me to make a reservation?
88,SNG01221.json,0,"I'm not ready to book yet. Thanks, I will give you a call back. Goodbye."
89,SNG01221.json,1,Alright. Sounds good. I look forward to your call.
90,SNG01235.json,0,I'm looking for a restaurant in the south that serves international food.
91,SNG01235.json,1,"Unfortunately, I was unable to find a restaurant in the south that serves international cuisine. Is there another type of cuisine that would interest you?"
92,SNG01235.json,0,"No, I really need a restaurant in the south that serves international food."
93,SNG01235.json,1,There is international food in the east and centre of town. The south has many cuisines but no international food.
94,SNG01235.json,0,Are there any restaurants in the south that serve Indian food?
95,SNG01235.json,1,Taj tandoori is a Indian place that is in the south. The number is 01223412299.
96,SNG01235.json,0,Will you please book a table for 4 people at 16:15 on wednesday?
97,SNG01235.json,1,"Unfortunately, the time and day you've chosen is unavailable. Would you like to book a different time or day?"
98,SNG01235.json,0,"We can go earlier. How about 15:15, please?"
99,SNG01235.json,1,Booking was successful for 15:15. The table will be reserved for 15 minutes. Your reference number is  XQA73LQL. Anything else?
100,SNG01235.json,0,"Great, that was all. Thanks"
101,SNG01235.json,1,You're very welcome! Goodbye.
102,SNG01243.json,0,I'm looking for places to eat in the North part of town.
103,SNG01243.json,1,"its called city stop restaurant, serves european food and address is Cambridge City Football Club Milton Road Chesterton"
104,SNG01243.json,0,Is it a cheap restaurant?
105,SNG01243.json,1,"No, it is expensive."
106,SNG01243.json,0,"I need a cheap place, please."
107,SNG01243.json,1,Royal spice is cheap and looks great.
108,SNG01243.json,0,"Thanks, will you please book a table for 6 people on saturday at 12:45?"
109,SNG01243.json,1,"Booking was successful. The table will be reserved for 15 minutes.
Reference number is : Q91F26L3."
110,SNG01243.json,0,Perfect! Thank you for all of your help.
111,SNG01243.json,1,You're more than welcome. May I do anything else for you today?
112,SNG01243.json,0,"Wait, I might want to change my mind about that restaurant. Are there any that serve food from Corsica?"
113,SNG01243.json,1,"No, there are none fitting that description, sir. Sorry about that."
114,SNG01243.json,0,"I figured, my wife asks me odd random question sometimes, had to check.   I am all set, thanks."
115,SNG01243.json,1,Do you need any further assistance?
116,SNG01243.json,0,"No, thank you. No further questions for now. Goodbye."
117,SNG01243.json,1,Thank you for using our services.
118,SNG01255.json,0,I need help finding a restaurant please.
119,SNG01255.json,1,What kind of food are you looking for and do you have a certain area you would like to visit?
120,SNG01255.json,0,I would really like to find someplace serving thai in the centre of town.
121,SNG01255.json,1,Bangkok city serves thai food in the centre. Do you want me to make a reservation?
122,SNG01255.json,0,"Yes, I need a table for 4 people at 19:30 on Sunday."
123,SNG01255.json,1,You are booked for Bangkok city. Your reference number is 64OEFCHO. The table will be reserved for 15 minutes. Anything else?
124,SNG01255.json,0,"No, that is all thanks.  Good bye."
125,SNG01255.json,1,"Have a great day, and please call us again if you need anything else. Bye!"
126,SNG01256.json,0,looking for a restaurant. The restaurant should be in the moderate price range and should be in the centre.
127,SNG01256.json,1,"I have many excellent options available. Do you have a cuisine preference, I should I recommend one?"
128,SNG01256.json,0,"No, I don't have a cuisine preference. I just need to book for 5 people at 19:30 on tuesday."
129,SNG01256.json,1,"Great, I booked you at the Yippee Noodle Bar and your reference number is NE9Y6864."
130,SNG01256.json,0,"That sounds great, thank you. Goodbye."
131,SNG01256.json,1,You're welcome. I appreciate your using the TownInfo centre. Goodbye. 
132,SNG01292.json,0,I am looking for a place to dine. The restaurant should be in the centre and should be in the moderate price range.
133,SNG01292.json,1,I have the oak bistro they serve british food.
134,SNG01292.json,0,Is there any place that serves international food?
135,SNG01292.json,1,There are two international restaurants that are in the moderate price range: The Varsity Restaurant and The Bloomsbury Restaurant.
136,SNG01292.json,0,"Either would be fine, could you make me a reservation for 8 people at 17:30 on Wednesday?"
137,SNG01292.json,1,"I've booked you a table for eight, your reference number is PJYZ9VQ9. Can I help you with anything else?"
138,SNG01292.json,0,"No, that is all. Thanks, good bye."
139,SNG01292.json,1,Thank you for using our services.
140,SNG01335.json,0,"Hello! I would like to go to a restaurant in the east, please."
141,SNG01335.json,1,There are nine restaurants in the east. Do you want a certain price range?
142,SNG01335.json,0,Moderate price please
143,SNG01335.json,1,I have two Indian Restaurants and one Italian restaurant. Do you have a preference?
144,SNG01335.json,0,"I would like to try the Italian one. What is the restaurant's name, please?"
145,SNG01335.json,1,It is Pizza Hut Fen Ditton.
146,SNG01335.json,0,"Can i get the address, postcode too, please?"
147,SNG01335.json,1,"The address is Cambridge Retail Park Newmarket Road Fen Ditton, postcode cb58wr. Anything else?"
148,SNG01335.json,0,Thanks a lot that would be all.
149,SNG01335.json,1,"You are welcome, enjoy your stay in Cambridge."
150,SNG01352.json,0,I'm trying to find an expensive restaurant in the centre of town.
151,SNG01352.json,1,"Okay, there are a lots of options. What type of food would you like to eat?"
152,SNG01352.json,0,Belgian food please
153,SNG01352.json,1,I don't have any restaurants that meet that criteria. Is there another type of food or area you would be interested in?
154,SNG01352.json,0,"Ok, how about Chinese food then?"
155,SNG01352.json,1,How about Tang Chinese? They are an expensive Chinese restaurant at Napier Street City Centre. Would you like me to make a reservation?
156,SNG01352.json,0,"No, I don't need a reservation. Just the phone number and post code please."
157,SNG01352.json,1,their phone number is 01223357187. and port code is cb11hr
158,SNG01352.json,0,Great! Thanks so much.
159,SNG01352.json,1,You are quite welcome. Is there anything further I can assist you with?
160,SNG01352.json,0,No that is all. Thanks
161,SNG01352.json,1,You're welcome. Enjoy your meal. Thank you for contacting the centre. Goodbye.
162,SNG01380.json,0,I am looking for a particular restaurant. Its name is called restaurant alimentum
163,SNG01380.json,1,"							
restaurant alimentum offers modern european found south has moderate price range	01223413000	cb28pb	152 - 154 Hills Road"
164,SNG01380.json,0,Thanks a lot. That's all the information I'm looking for. Goodbye.
165,SNG01380.json,1,Goodbye and have a nice day.
166,SNG01382.json,0,I am looking for Ian hong house
167,SNG01382.json,1,That is a chinese restaurant in the centre of town.
168,SNG01382.json,0,Ok I'd like to book for 6 people at 1400 on saturday please
169,SNG01382.json,1,I have that booked for you and here is your reference number: XDYJMTO7. Is there anything else?
170,SNG01382.json,0,"No, you were super efficient. Thank you. Goodbye."
171,SNG01382.json,1,It was my pleasure. Have a great day!
172,SNG01391.json,0, I am looking for a restaurant. The restaurant should be in the north and should serve italian food
173,SNG01391.json,1,da vinci pizzeria at 20 Milton Road Chesterton.
174,SNG01391.json,0,Is that restaurant cheap?
175,SNG01391.json,1,Yes the restaurant is cheap.
176,SNG01391.json,0,please get me the you get phone number and address
177,SNG01391.json,1,The phone number is 01223351707 and the address is 20 Milton Road Chesterton. Would you like to make a reservation?
178,SNG01391.json,0,No thank you. I don't a reservation. That is all the info I need today.
179,SNG01391.json,1,You're welcome. Please call us again and have a nice day.
180,SNG01391.json,0,"You, too. Thank you, goodbye now."
181,SNG01391.json,1,"Thank you for allowing me to help you, have a great day."
182,SNG01406.json,0,"I'm wanting Indian food, is there a restaurant that serves that near the centre of town?"
183,SNG01406.json,1,How about kohinoor a cheap restaurant in the centre located at 74 Mill Road?
184,SNG01406.json,0,Thank you. I'd like to book a table for 6 people for Wednesday at 18:15. Also can you provide a reference number to confirm.
185,SNG01406.json,1,You are booked at Kohinoor. Reference number is ZMZLMLR9. The table will be reserved for 15 minutes.
186,SNG01406.json,0,"Reference number ZMZLMLR9, got it, thank you."
187,SNG01406.json,1,Is there anything else I can help you with today?
188,SNG01406.json,0,"No, that was all. Thank you for your help."
189,SNG01406.json,1,"Great! Have a nice day!
"
190,SNG01407.json,0,"i want a place for dinner and serves a mexican food,where can i find it?please first pick for me a taxi to that place should be to the north."
191,SNG01407.json,1,"Unfortunately, I was unable to find a Mexican restaurant in the north. Is there anything else I can help you with?"
192,SNG01407.json,0,How about a chinese restaurant?
193,SNG01407.json,1,The hotpot sounds like a good idea. Need a reservation?
194,SNG01407.json,0,"Yes, please. 6 people at 11:30 on sunday."
195,SNG01407.json,1,"I'm so sorry, but I wasn't able to make that reservation for you. May I try on another day or at another time?"
196,SNG01407.json,0,"Yes, let's shoot for the same thing but on Wednesday instead, okay?"
197,SNG01407.json,1,I was able to get you that reservation on Wednesday. The table will be reserved for 15 minutes prior to your arrival.
198,SNG01407.json,0,May I have the reference number please?
199,SNG01407.json,1,"Absolutely, the reference number is W92C2Z47. Is there anything else I can help you with today?"
200,SNG01407.json,0,That was all. Thanks
201,SNG01407.json,1,Did you say you also needed a taxi to the restaurant?
202,SNG01407.json,0,"No, I don't need that anymore. Thanks. Have a great day!"
203,SNG01407.json,1,You as well. Thanks for calling. Goodbye.
204,SNG01423.json,0,Can you help me find Restaurant One Seven?
205,SNG01423.json,1,"I have Restaurant One Seven located in Centre, phone number is 01223337766. Would you like for me to make a reservation for you?"
206,SNG01423.json,0,That would be great. Can you book a table for 3 at 11:45 on Friday?
207,SNG01423.json,1,"All right, I've got you booked for Friday at 11:45 for 3 people. Would you like the reference number?"
208,SNG01423.json,0,"Yes please, can I have the number?"
209,SNG01423.json,1,"Certainly, your Reference number is : EWOFBMJ3."
210,SNG01423.json,0,Thanks. That's everything for today.
211,SNG01423.json,1,thank you for using our system.
212,SNG01423.json,0,Thank you. Goodbye.
213,SNG01423.json,1,You're very welcome. Good day.
214,SNG01425.json,0,Is it possible to get any Greek food in the centre part of town?
215,SNG01425.json,1,"Sorry, I'm showing no results for Greek restaurants. Any other foods you'd like to have?"
216,SNG01425.json,0,What about Chinese food?
217,SNG01425.json,1,Charlie Chan has some great reviews.
218,SNG01425.json,0,book a table for 8 people at 19:00 on wednesday.
219,SNG01425.json,1,Your booking was successful. The table will be reserved for 15 minutes. Reference number is : 1J6Y65LW.
220,SNG01425.json,0,"Thanks, that's all. Good bye."
221,SNG01425.json,1,Thank you for using our services.
222,SNG01436.json,0,Please help me find a restaurant that serves british food near the centre of town.
223,SNG01436.json,1,There are seven restaurants in the centre of town that serve british food ranging from moderate to expensive. Is there a particular price range you are looking for?
224,SNG01436.json,0,I don't care about the price.
225,SNG01436.json,1,Ok then. I suggest the oak bistro. It's located at 6 Lensfield Road. Would you like a reservation?
226,SNG01436.json,0,"No thanks, but could I please have the postcode?"
227,SNG01436.json,1,The post code is cb21eg.  Can I assist you further?
228,SNG01436.json,0,Can you please tell me the phone number?
229,SNG01436.json,1,The phone number is 01223323361.
230,SNG01436.json,0,"Great, thanks for all your help."
231,SNG01436.json,1,No problem. Did you need anything else?
232,SNG01436.json,0,"Nope, that covers all my needs. Thanks."
233,SNG01436.json,1,Thank you for using the Cambridge TownInfo centre. Have a nice day!
234,SNG01456.json,0,"Hi there, can you help me find a restaurant in the centre of town? Someplace with British food?"
235,SNG01456.json,1,I've heard great things about cotto. Want a reservation?
236,SNG01456.json,0,What price range is that restaurant?
237,SNG01456.json,1,Cotto  is in the moderate price range. Would you like me to make a reservation for you?
238,SNG01456.json,0,"No that won't be necessary, could you just give me the address and postcode please?"
239,SNG01456.json,1,"Sure, the address is 183 East Road City Centre and the postcode is cb11bg."
240,SNG01456.json,0,"Great, that's all for now. Thanks!"
241,SNG01456.json,1,You are very welcome. Have a great day!
242,SNG01477.json,0,i am looking for a restuarant in the expensive price range and should be in the centre
243,SNG01477.json,1,I have found many restaurants with the criteria you gave me offering different kinds of food. Do you have a preference for type of food?
244,SNG01477.json,0,"I would prefer welsh food, please!"
245,SNG01477.json,1,"I don't have any Welsh restaurants that meet your criteria. Would British or European be ok, or would you like a more exotic cuisine instead?"
246,SNG01477.json,0,How about italian food?
247,SNG01477.json,1,How about caffe uno?
248,SNG01477.json,0,Sure. What is their phone number and address there
249,SNG01477.json,1,Caffee Uno is located at 32 Bridge Street City Centre and the phone number is 01223448620.
250,SNG01477.json,0,"That is everything, still ironing out details, so I will call them later, thanks for your help."
251,SNG01477.json,1,You are quite welcome.  Do you need any further assistance?
252,SNG01477.json,0,That was all I needed for now. Thanks
253,SNG01477.json,1,Thank you for using our services.
254,SNG01483.json,0,I'm looking for a cheap place to dine that serves danish food.
255,SNG01483.json,1,I did not find any results. Would you like to try a different cuisine?
256,SNG01483.json,0,"I've got my heart set on Danish but we could go a bit more expensive, I guess."
257,SNG01483.json,1,I am sorry but there is no Danish food available in Cambridge. What other food interests you?
258,SNG01483.json,0,How about asian oriental food?
259,SNG01483.json,1,The Dojo Noodle Bar is Asian oriental and cheap. Would you like me to make a reservation for you?
260,SNG01483.json,0,"Yes, for 2 people at 17:00 on thursday."
261,SNG01483.json,1,Your reservations were successful. The table will be reserved for 15 minutes on Thursday at 17:00 for two. Your reference number is P62W5TAA. 
262,SNG01483.json,0,Thanks. That is all I need today.
263,SNG01483.json,1,Enjoy your dinner. Thank you for contacting TownInfo centre. Goodbye.
264,SNG01513.json,0,Hello. I am looking for a recommendation for a place to eat.
265,SNG01513.json,1,"Okay, I need some more information. Do you have a type of food or area where you would like to go?"
266,SNG01513.json,0,I am looking for a place that is in the centre and offers the Americas food.
267,SNG01513.json,1,"Sorry, I couldn't find anything. "
268,SNG01513.json,0,where else could ypou suppose i get american food
269,SNG01513.json,1,"I'm not sure, nothing is coming up for that type of food. Would you like to try a different cuisine? "
270,SNG01513.json,0,How about italian?  I love pasta.
271,SNG01513.json,1,I have found a few Italian restaurants located in the centre area of town what price range are you looking for?
272,SNG01513.json,0,It doesn't matter really. But I want to book for 5 people at 18:15 on wednesday. so whichever one could accommodate that works for me.
273,SNG01513.json,1,Great I have you at stazione restaurant and coffee bar	at 18:15 and the reference number is ZM5SFSMH. Is there anything else I can help you with?
274,SNG01513.json,0,"No thank you, that was all I needed. Have a great day. "
275,SNG01513.json,1,The location is at Market Hill City Centre cb23nj the phone number is 01223352607.  Is there anything else I can help you with?
276,SNG01513.json,0,There seems to be an error. Thanks for booking the Italian restaurant. That is all I needed.
277,SNG01513.json,1,"Just want to confirm, do you need any further assistance?"
278,SNG01513.json,0,No that was everything. Thanks
279,SNG01513.json,1,Thank you for using our services.
280,SNG01520.json,0,I am looking for a restaurant. I would like something cheap that has Chinese food.
281,SNG01520.json,1,I've heard good things about the lucky star. Need a reservation?
282,SNG01520.json,0,"Yes, could you make a reservation for 1 at 20:00 on Saturday?"
283,SNG01520.json,1,Your booking was successful. The table will be reserved for 15 minutes. Reference number is : FDLFKTZM.
284,SNG01520.json,0,Thank you so much for your help!
285,SNG01520.json,1,You're welcome. Thank you! Have a good day now!
286,SNG01520.json,0,"Thanks, you too. Goodbye."
287,SNG01520.json,1,Thank you for using Cambridge TownInfo centre. Good-bye
288,SNG01527.json,0,I am looking for a place to dine. The restaurant should be in the expensive price range and should serve british food.
289,SNG01527.json,1,How about graffiti? I've heard great things.
290,SNG01527.json,0,That sounds interesting. What area is the restaurant in?
291,SNG01527.json,1,It is in the west area.
292,SNG01527.json,0,"Thanks. What is the postcode, address, and area?"
293,SNG01527.json,1,"Graffiti is in the west area, address is Hotel Felix Whitehouse Lane Huntingdon Road, postcode cb30lx. Do you want reservations?"
294,SNG01527.json,0,No thanks. I just needed some info on it. That's all now. 
295,SNG01527.json,1,"Great, glad I could help. If you think of anything else you need or you would like to book a table I'd be glad to help with that, too. Bye!"
296,SNG01554.json,0,I am looking for a restaurant. The restaurant should serve italian food and should be in the moderate price range
297,SNG01554.json,1,There are five Italian restaurants in the moderate price range. Four have pizza in their names and then there is Prezzo.
298,SNG01554.json,0,"Could I book through you a table at the Prezzo for 8 on 17:15 this Friday, as well as get the reference number for the Prezzo?"
299,SNG01554.json,1,I have booked that for you and your reference number is S6VDPMW3. Is there anything else I can help you with?
300,SNG01554.json,0,Nothing else. Thanks for your great help. Goodbye.
301,SNG01554.json,1,You're welcome. Goodbye.
302,SNG01587.json,0,I want to find an expensive restaurant located in Cambridge centre.
303,SNG01587.json,1,What type of food would you like?
304,SNG01587.json,0,"I am in the mood for Chinese food, please."
305,SNG01587.json,1,I have found 4 restaurants that fit that description. How does HK Fusion sound?
306,SNG01587.json,0,Perfect. I need a table for 1 at 19:45 on thursday.
307,SNG01587.json,1,OK I have that booked the reference number is EBZIPGV2.
308,SNG01587.json,0,Great that is all I need. Thanks.
309,SNG01587.json,1,"You're welcome, please call us again in the future. Have a great day."
310,SNG01587.json,0,"Will do! Thank you, hope you have an amazing day as well."
311,SNG01587.json,1,I am glad the Cambridge TownInfo centre helped you. Goodbye. 
312,SNG01608.json,0,Are there any Portuguese restaurants in Cambridge?
313,SNG01608.json,1,"Yes there is a Portuguese restaurant in Cambridge  with two different locations, would you like the addresses?"
314,SNG01608.json,0,If one of them has a moderate price range please give me that address. If not tell me about Turkish restaurants instead.
315,SNG01608.json,1,"I have two Turkish restuarants, both in the centre and both expensive. May I recommend anatolia?"
316,SNG01608.json,0,Actually I need a moderately priced restaurant. Are there any fitting that description?
317,SNG01608.json,1,I am sorry. I mistook that price range. The Anatolia is in the moderate range. Would that work for you?
318,SNG01608.json,0,"Yes, I need a reservation for 1 people at 14:00 on monday."
319,SNG01608.json,1,"
Booking was successful. The table will be reserved for 15 minutes.
Reference number is : 96ZYHLN1."
320,SNG01608.json,0,Thanks so much. That's all for today. Bye!
321,SNG01608.json,1,"You are more than welcome!
"
322,SNG01609.json,0,I am looking for a place to dine. The restaurant should serve mediterranean food and should be in the south
323,SNG01609.json,1,I'm afraid there aren't any. Would you like to try another area or cuisine?
324,SNG01609.json,0,What restaurants are cheap?
325,SNG01609.json,1,Nandos is cheap in that area.
326,SNG01609.json,0,how about one that serves portuguese food?
327,SNG01609.json,1,Nandos serves portuguese food in the south area. Would you like a reservation?
328,SNG01609.json,0,"Yes, please. 3 people at 12:15 on Friday."
329,SNG01609.json,1,Booking was unsuccessful. Is there another day or time slot you would be interested in?
330,SNG01609.json,0,how about for 11:15?
331,SNG01609.json,1,"Yes, that did the trick! Your reference number is OTN7HHGY and they'll hold the table for 15 minutes. Is there anything else I can help you with?"
332,SNG01609.json,0,"That is all I need, thank you."
333,SNG01609.json,1,You're very welcome. Good day.
334,SNG01611.json,0,I am looking for a restaurant. The restaurant should be in the centre and should serve persian food
335,SNG01611.json,1,I am sorry. There are no person food eateries in the centre. Would you like to find a different type of food? 
336,SNG01611.json,0,"Yes, I am looking for a moderate price range."
337,SNG01611.json,1,"I'm sorry, we have no persian restaurants in the centre."
338,SNG01611.json,0,What about modern european foods?
339,SNG01611.json,1,Riverside brasserie looks good. Would you like a reservation?
340,SNG01611.json,0,"Yes, I want a reservation for 8 people at 16:00 on Sunday."
341,SNG01611.json,1,"Sorry, the restaurant doesn't have any openings for that date and time."
342,SNG01611.json,0,ok. ill check latter
343,SNG01611.json,1,Alright. Have a good day.
344,SNG01671.json,0,What is the address for find pizza hut city centre?
345,SNG01671.json,1,The address for that restaurant is Regent Street City Centre.
346,SNG01671.json,0,"Thank you, can you book a table for 2 on Friday at 18:00"
347,SNG01671.json,1,I'm sorry.  The restaurant is fully booked at that time. What other day or time slot would be good for you?
348,SNG01671.json,0,Please try Friday at 17:00. It should be less crowded then.
349,SNG01671.json,1,"Booking was successful. The table will be reserved for 15 minutes.
Reference number is : CQV6JDS3."
350,SNG01671.json,0,Thank you for the help.
351,SNG01671.json,1,You are more than welcome!
352,SNG01672.json,0,I am looking for a place to dine. The restaurant should be in the west and should be in the cheap price range
353,SNG01672.json,1,I have both an Italian restaurant and a Vietnamese Restaurant. Do you have a preference?
354,SNG01672.json,0,I don't care  book a table for 5 people at 15:30 on friday. 
355,SNG01672.json,1,"Booking was successful. The table will be reserved for 15 minutes.
Reference number is : YW1NYRXC."
356,SNG01672.json,0,Cool thank you. I'm all set for now.
357,SNG01672.json,1,Thanks for allowing me to help you. Have a great day.
358,SNG01683.json,0,I am looking for a restaurant. The restaurant should serve indian food and should be in the expensive price range
359,SNG01683.json,1,Curry Garden is a great restaurant that fulfills your wishes. It is located at 106 Regent Street City Centre.
360,SNG01683.json,0,"Awesome. Can I also get the area, post code, and phone number?"
361,SNG01683.json,1,"Yes, curry garden is located in the centre and the postcode is cb21dp."
362,SNG01683.json,0,"Thanks, I just need the phone number so I can call them."
363,SNG01683.json,1,The phone number is 01223302330. Is there anything else I can help you with?
364,SNG01683.json,0,"Thanks, that's all. Good bye."
365,SNG01683.json,1,"Enjoy yourself, and let me know if you need anything else."
366,SNG01686.json,0,I am looking for a place to dine. The restaurant should be in the expensive price range and should serve italian food
367,SNG01686.json,1,I have the caffe uno in the centre of town. Would that work?
368,SNG01686.json,0,"No, I just realized I'll be in the south area. Are there any that meet my criteria in the south?"
369,SNG01686.json,1,"Yes, Frankie and Bennys is in the south and meets your criteria. Would you like me to make a reservation?"
370,SNG01686.json,0,Yes could you book me a table for two Sunday at 11:15?
371,SNG01686.json,1,"Booking was successful. The table will be reserved for 15 minutes.
Reference number is : ZYQX1TYK."
372,SNG01686.json,0,Thank you so much for all of your help. Have a great day.
373,SNG01686.json,1,You are so welcome. Enjoy your meal.
374,SNG01698.json,0,I am looking for a restaurant that is in the centre of town and serves light bites food.
375,SNG01698.json,1,we dont have any restaurant like that.
376,SNG01698.json,0,Do you have any expensive restaurants?
377,SNG01698.json,1,No expensive restaurant
378,SNG01698.json,0,"Could you try Chinese food, instead?"
379,SNG01698.json,1,I found 4 different expensive Chinese restaurants that you could try. How does HK Fusion sound to you?
380,SNG01698.json,0,That sounds good. Can you book a table for 5 people at 11:15 on wednesday please?
381,SNG01698.json,1,"I'm sorry I am not able to book for that day/time, would you like to try another time or different restaurant?"
382,SNG01698.json,0,"Yes, how about 10:15 instead. I also need the reference number."
383,SNG01698.json,1,I was able to book it for 10:15. You reference number is 7HQZ1TD6.
384,SNG01698.json,0,Thank you for your help.
385,SNG01698.json,1,Is there anything else I can help you with today?
386,SNG01698.json,0,No that was all. Thank you
387,SNG01698.json,1,Thank you for using our services.
388,SNG01699.json,0,I'd like to find a place that I can get some Northern European food.
389,SNG01699.json,1,"Unfortunately, I was unable to find a restaurant that serves northern European food. Is there anything else I can help you with?"
