,id,who,utt
72,SNG01196.json,0,no that was everything . thanks
73,SNG01196.json,1,      thank you for using our services .      
74,SNG01198.json,0,are there any [value_food] restaurant -s in the [value_area] part of town ?
75,SNG01198.json,1,[restaurant_name] is in the [value_area] abd serves [value_food] food
76,SNG01198.json,0,are they [value_pricerange] ?
77,SNG01198.json,1,they are in the [value_pricerange] price range .
78,SNG01198.json,0,"please look for something else in the [value_pricerange] price range . i will need the address , post code and phone number ."
79,SNG01198.json,1,does the [restaurant_name] sound like a good choice ?
80,SNG01198.json,0,"sure ! what s the address , postcode , and phone number of it ?"
81,SNG01198.json,1,"their address is [restaurant_address] , postcode is [restaurant_postcode] , and phone number is [restaurant_phone]"
82,SNG01198.json,0,thank you for your help
83,SNG01198.json,1,thank you goodbye
84,SNG01221.json,0,please help me find somewhere to eat in the [value_area]
85,SNG01221.json,1,"you could try the [hotel_name] , which is [value_food] , and priced [value_pricerange] -ly . it is located at [hotel_address] ."
86,SNG01221.json,0,that sounds great . can i get a postcode ? thanks !
87,SNG01221.json,1,the postcode is [restaurant_postcode] . would you like me to make a reservation ?
88,SNG01221.json,0,"i am not ready to book yet . thanks , i will give you a call back . goodbye ."
89,SNG01221.json,1,alright . sounds good . i look forward to your call .
90,SNG01235.json,0,i am looking for a restaurant in the [value_area] that serves [value_food] food .
91,SNG01235.json,1,"unfortunately , i was unable to find a restaurant in the [value_area] that serves [value_food] cuisine . is there another type of cuisine that would interest you ?"
92,SNG01235.json,0,"no , i really need a restaurant in the [value_area] that serves [value_food] food ."
93,SNG01235.json,1,there is [value_food] food in the [value_area] and [value_area] of town . the [value_area] has many cuisines but no [value_food] food .
94,SNG01235.json,0,are there any restaurant -s in the [value_area] that serve [value_food] food ?
95,SNG01235.json,1,[restaurant_name] is a [value_food] place that is in the [value_area] . the number is [restaurant_phone] .
96,SNG01235.json,0,will you please book a table for [value_count] people at [value_time] on [value_day] ?
97,SNG01235.json,1,"unfortunately , the time and day you've chosen is unavailable . would you like to book a different time or day ?"
98,SNG01235.json,0,"we can go earlier . how about [value_time] , please ?"
99,SNG01235.json,1,      booking was successful for [value_time] . the table will be reserved for [value_count] minutes . your reference number is [restaurant_reference] . anything else ?      
100,SNG01235.json,0,"great , that was all . thanks"
101,SNG01235.json,1,      you are very welcome ! goodbye .      
102,SNG01243.json,0,i am looking for place -s to eat in the [value_area] part of town .
103,SNG01243.json,1,"its called [restaurant_name] , serves [value_food] food and address is [value_place] city football club [restaurant_address]"
104,SNG01243.json,0,is it a [value_pricerange] restaurant ?
105,SNG01243.json,1,"no , it is [value_pricerange] ."
106,SNG01243.json,0,"i need a [value_pricerange] place , please ."
107,SNG01243.json,1,[restaurant_name] is [value_pricerange] and looks great .
108,SNG01243.json,0,"thanks , will you please book a table for [value_count] people on [value_day] at [value_time] ?"
109,SNG01243.json,1,      booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] .      
110,SNG01243.json,0,perfect ! thank you for all of your help .
111,SNG01243.json,1,      you are more than welcome . may i do anything else for you today ?      
112,SNG01243.json,0,"wait , i might want to change my mind about that restaurant . are there any that serve food from corsica ?"
113,SNG01243.json,1,"      no , there are none fitting that description , sir . sorry about that .      "
114,SNG01243.json,0,"i figured , my wife asks me odd random question sometimes , had to check . i am all set , thanks ."
115,SNG01243.json,1,      do you need any further assistance ?      
116,SNG01243.json,0,"no , thank you . no further questions for now . goodbye ."
117,SNG01243.json,1,      thank you for using our services .      
118,SNG01255.json,0,i need help finding a restaurant please .
119,SNG01255.json,1,what kind of food are you looking for and do you have a certain area you would like to visit ?
120,SNG01255.json,0,i would really like to find someplace serving [value_food] in the [value_area] of town .
121,SNG01255.json,1,[restaurant_name] serves [value_food] food in the [value_area] . do you want me to make a reservation ?
122,SNG01255.json,0,"yes , i need a table for [value_count] people at [value_time] on [value_day] ."
123,SNG01255.json,1,      you are booked for [restaurant_name] . your reference number is [restaurant_reference] . the table will be reserved for [value_count] minutes . anything else ?      
124,SNG01255.json,0,"no , that is all thanks . goodbye ."
125,SNG01255.json,1,"      have a great day , and please call us again if you need anything else . bye !      "
126,SNG01256.json,0,looking for a restaurant . the restaurant should be in the [value_pricerange] price range and should be in the [value_area] .
127,SNG01256.json,1,"i have many excellent options available . do you have a cuisine preference , i should i recommend [value_count] ?"
128,SNG01256.json,0,"no , i do not have a cuisine preference . i just need to book for [value_count] people at [value_time] on [value_day] ."
129,SNG01256.json,1,"      great , i booked you at the [restaurant_name] and your reference number is [restaurant_reference] .      "
130,SNG01256.json,0,"that sounds great , thank you . goodbye ."
131,SNG01256.json,1,      you are welcome . i appreciate your using the towninfo [value_area] . goodbye .      
132,SNG01292.json,0,i am looking for a place to dine . the restaurant should be in the [value_area] and should be in the [value_pricerange] price range .
133,SNG01292.json,1,i have [restaurant_name] they serve [value_food] food .
134,SNG01292.json,0,is there any place that serves [value_food] food ?
135,SNG01292.json,1,there are [value_count] [value_food] restaurant -s that are in the [value_pricerange] price range [restaurant_name] and the [restaurant_name] .
136,SNG01292.json,0,"either would be fine , could you make me a reservation for [value_count] people at [value_time] on [value_day] ?"
137,SNG01292.json,1,"      i have booked you a table for [value_count] , your reference number is [restaurant_reference] . can i help you with anything else ?      "
138,SNG01292.json,0,"no , that is all . thanks , goodbye ."
139,SNG01292.json,1,      thank you for using our services .      
140,SNG01335.json,0,"hello ! i would like to go to a restaurant in the [value_area] , please ."
141,SNG01335.json,1,there are [value_count] restaurant -s in the [value_area] . do you want a certain price range ?
142,SNG01335.json,0,[value_pricerange] price please
143,SNG01335.json,1,i have [value_count] [value_food] restaurant -s and [value_count] [value_food] restaurant . do you have a preference ?
144,SNG01335.json,0,"i would like to try the [value_food] [value_count] . what is the restaurant s name , please ?"
145,SNG01335.json,1,it is [restaurant_name] .
146,SNG01335.json,0,"can i get the address , postcode too , please ?"
147,SNG01335.json,1,"the address is [restaurant_address] , postcode [restaurant_postcode] . anything else ?"
148,SNG01335.json,0,thanks a lot that would be all .
149,SNG01335.json,1,"you are welcome , enjoy your stay in [value_place] ."
150,SNG01352.json,0,i am trying to find an [value_pricerange] restaurant in the [value_area] of town .
151,SNG01352.json,1,"okay , there are a lots of options . what type of food would you like to eat ?"
152,SNG01352.json,0,belgian food please
153,SNG01352.json,1,i do not have any restaurant -s that meet that criteria . is there another type of food or area you would be interested in ?
154,SNG01352.json,0,"ok , how about [value_food] food then ?"
155,SNG01352.json,1,how about [restaurant_name] ? they are an [value_pricerange] [value_food] restaurant at [restaurant_address] . would you like me to make a reservation ?
156,SNG01352.json,0,"no , i do not need a reservation . just the phone number and post code please ."
157,SNG01352.json,1,their phone number is [restaurant_phone] . and port code is [restaurant_postcode]
158,SNG01352.json,0,great ! thanks so much .
159,SNG01352.json,1,you are quite welcome . is there anything further i can assist you with ?
160,SNG01352.json,0,no that is all . thanks
161,SNG01352.json,1,you are welcome . enjoy your meal . thank you for contacting the [value_area] . goodbye .
162,SNG01380.json,0,i am looking for a particular restaurant . its name is called [restaurant_name]
163,SNG01380.json,1,[restaurant_name] offers [value_food] found [value_area] has [value_pricerange] price range [restaurant_phone] [restaurant_postcode] [restaurant_address]
164,SNG01380.json,0,thanks a lot . that s all the information i am looking for . goodbye .
165,SNG01380.json,1,goodbye and have a nice day .
166,SNG01382.json,0,i am looking for ian hong house
167,SNG01382.json,1,that is a [value_food] restaurant in the [value_area] of town .
168,SNG01382.json,0,ok i would like to book for [value_count] people at [value_count] on [value_day] please
169,SNG01382.json,1,      i have that booked for you and here is your reference number xdyjmto[value_count] . is there anything else ?      
170,SNG01382.json,0,"no , you were super efficient . thank you . goodbye ."
171,SNG01382.json,1,      it was my pleasure . have a great day !      
172,SNG01391.json,0,i am looking for a restaurant . the restaurant should be in the [value_area] and should serve [value_food] food
173,SNG01391.json,1,[restaurant_name] at [restaurant_address] .
174,SNG01391.json,0,is that restaurant [value_pricerange] ?
175,SNG01391.json,1,yes the restaurant is [value_pricerange] .
176,SNG01391.json,0,please get me the you get phone number and address
177,SNG01391.json,1,the phone number is [restaurant_phone] and the address is [restaurant_address] . would you like to make a reservation ?
178,SNG01391.json,0,no thank you . i do not a reservation . that is all the info i need today .
179,SNG01391.json,1,you are welcome . please call us again and have a nice day .
180,SNG01391.json,0,"you , too . thank you , goodbye now ."
181,SNG01391.json,1,"thank you for allowing me to help you , have a great day ."
182,SNG01406.json,0,"i am wanting [value_food] food , is there a restaurant that serves that near the [value_area] of town ?"
183,SNG01406.json,1,how about [restaurant_name] a [value_pricerange] restaurant in the [value_area] located at [value_count] mill road ?
184,SNG01406.json,0,thank you . i would like to book a table for [value_count] people for [value_day] at [value_time] . also can you provide a reference number to confirm .
185,SNG01406.json,1,      you are booked at [restaurant_name] . reference number is [restaurant_reference] . the table will be reserved for [value_count] minutes .      
186,SNG01406.json,0,"reference number zmzlmlr[value_count] , got it , thank you ."
187,SNG01406.json,1,      is there anything else i can help you with today ?      
188,SNG01406.json,0,"no , that was all . thank you for your help ."
189,SNG01406.json,1,      great ! have a nice day !      
190,SNG01407.json,0,"i want a place for dinner and serves a [value_food] food , where can i find it ? please first pick for me a taxi to that place should be to the [value_area] ."
191,SNG01407.json,1,"unfortunately , i was unable to find a [value_food] restaurant in the [value_area] . is there anything else i can help you with ?"
192,SNG01407.json,0,how about a [value_food] restaurant ?
193,SNG01407.json,1,[restaurant_name] sounds like a good idea . need a reservation ?
194,SNG01407.json,0,"yes , please . [value_count] people at [value_time] on [value_day] ."
195,SNG01407.json,1,"i am so sorry , but i was not able to make that reservation for you . may i try on another day or at another time ?"
196,SNG01407.json,0,"yes , let s shoot for the same thing but on [value_day] instead , okay ?"
197,SNG01407.json,1,      i was able to get you that reservation on [value_day] . the table will be reserved for [value_count] minutes prior to your arrival .      
198,SNG01407.json,0,may i have the reference number please ?
199,SNG01407.json,1,"      absolutely , the reference number is [restaurant_reference] . is there anything else i can help you with today ?      "
200,SNG01407.json,0,that was all . thanks
201,SNG01407.json,1,      did you say you also needed a taxi to the restaurant ?      
202,SNG01407.json,0,"no , i do not need that anymore . thanks . have a great day !"
203,SNG01407.json,1,      you as well . thanks for calling . goodbye .      
204,SNG01423.json,0,can you help me find [restaurant_name] ?
205,SNG01423.json,1,"i have [restaurant_name] located in [value_area] , phone number is [restaurant_phone] . would you like for me to make a reservation for you ?"
206,SNG01423.json,0,that would be great . can you book a table for [value_count] at [value_time] on [value_day] ?
207,SNG01423.json,1,"      all right , i have got you booked for [value_day] at [value_time] for [value_count] people . would you like the reference number ?      "
208,SNG01423.json,0,"yes please , can i have the number ?"
209,SNG01423.json,1,"      certainly , your reference number is [restaurant_reference] .      "
210,SNG01423.json,0,thanks . that s everything for today .
211,SNG01423.json,1,      thank you for using our system .      
212,SNG01423.json,0,thank you . goodbye .
213,SNG01423.json,1,      you are very welcome . good day .      
214,SNG01425.json,0,is it possible to get any greek food in the [value_area] part of town ?
215,SNG01425.json,1,"sorry , i am showing no results for greek restaurant -s . any other foods you would like to have ?"
216,SNG01425.json,0,what about [value_food] food ?
217,SNG01425.json,1,[restaurant_name] has some great reviews .
218,SNG01425.json,0,book a table for [value_count] people at [value_time] on [value_day] .
219,SNG01425.json,1,      your booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] .      
220,SNG01425.json,0,"thanks , that s all . goodbye ."
221,SNG01425.json,1,      thank you for using our services .      
222,SNG01436.json,0,please help me find a restaurant that serves [value_food] food near the [value_area] of town .
223,SNG01436.json,1,there are [value_count] restaurant -s in the [value_area] of town that serve [value_food] food ranging from [value_pricerange] to [value_pricerange] . is there a particular price range you are looking for ?
224,SNG01436.json,0,i do not care about the price .
225,SNG01436.json,1,ok then . i suggest [restaurant_name] . it s located at [restaurant_address] . would you like a reservation ?
226,SNG01436.json,0,"no thanks , but could i please have the postcode ?"
227,SNG01436.json,1,the post code is [restaurant_postcode] . can i assist you further ?
228,SNG01436.json,0,can you please tell me the phone number ?
229,SNG01436.json,1,the phone number is [restaurant_phone] .
230,SNG01436.json,0,"great , thanks for all your help ."
231,SNG01436.json,1,no problem . did you need anything else ?
232,SNG01436.json,0,"nope , that covers all my needs . thanks ."
233,SNG01436.json,1,thank you for using the [value_place] towninfo [value_area] . have a nice day !
234,SNG01456.json,0,"hi there , can you help me find a restaurant in the [value_area] of town ? someplace with [value_food] food ?"
235,SNG01456.json,1,i have heard great things about [restaurant_name] . want a reservation ?
236,SNG01456.json,0,what price range is that restaurant ?
237,SNG01456.json,1,[restaurant_name] is in the [value_pricerange] price range . would you like me to make a reservation for you ?
238,SNG01456.json,0,"no that will not be necessary , could you just give me the address and postcode please ?"
239,SNG01456.json,1,"sure , the address is [restaurant_address] and the postcode is [restaurant_postcode] ."
240,SNG01456.json,0,"great , that s all for now . thanks !"
241,SNG01456.json,1,you are very welcome . have a great day !
242,SNG01477.json,0,i am looking for a restuarant in the [value_pricerange] price range and should be in the [value_area]
243,SNG01477.json,1,i have found many restaurant -s with the criteria you gave me offering different kinds of food . do you have a preference for type of food ?
244,SNG01477.json,0,"i would prefer welsh food , please !"
245,SNG01477.json,1,"i do not have any welsh restaurant -s that meet your criteria . would [value_food] or [value_food] be ok , or would you like a more exotic cuisine instead ?"
246,SNG01477.json,0,how about [value_food] food ?
247,SNG01477.json,1,how about [restaurant_name] ?
248,SNG01477.json,0,sure . what is their phone number and address there
249,SNG01477.json,1,caffee uno is located at [value_count] [restaurant_address] and the phone number is [restaurant_phone] .
250,SNG01477.json,0,"that is everything , still ironing out details , so i will call them later , thanks for your help ."
251,SNG01477.json,1,you are quite welcome . do you need any further assistance ?
252,SNG01477.json,0,that was all i needed for now . thanks
253,SNG01477.json,1,thank you for using our services .
254,SNG01483.json,0,i am looking for a [value_pricerange] place to dine that serves danish food .
255,SNG01483.json,1,i did not find any results . would you like to try a different cuisine ?
256,SNG01483.json,0,"i have got my heart set on danish but we could go a bit more [value_pricerange] , i guess ."
257,SNG01483.json,1,i am sorry but there is no danish food available in [value_place] . what other food interests you ?
258,SNG01483.json,0,how about [value_food] food ?
259,SNG01483.json,1,the [restaurant_name] is [value_food] and [value_pricerange] . would you like me to make a reservation for you ?
260,SNG01483.json,0,"yes , for [value_count] people at [value_time] on [value_day] ."
261,SNG01483.json,1,      your reservations were successful . the table will be reserved for [value_count] minutes on [value_day] at [value_time] for [value_count] . your reference number is [restaurant_reference] .      
262,SNG01483.json,0,thanks . that is all i need today .
263,SNG01483.json,1,      enjoy your dinner . thank you for contacting towninfo [value_area] . goodbye .      
264,SNG01513.json,0,hello . i am looking for a recommendation for a place to eat .
265,SNG01513.json,1,"okay , i need some more information . do you have a type of food or area where you would like to go ?"
266,SNG01513.json,0,i am looking for a place that is in the [value_area] and offers the americas food .
267,SNG01513.json,1,"sorry , i could not find anything ."
268,SNG01513.json,0,where else could ypou suppose i get american food
269,SNG01513.json,1,"i am not sure , nothing is coming up for that type of food . would you like to try a different cuisine ?"
270,SNG01513.json,0,how about [value_food] ? i love pasta .
271,SNG01513.json,1,i have found a few [value_food] restaurant -s located in the [value_area] area of town what price range are you looking for ?
272,SNG01513.json,0,it does not matter really . but i want to book for [value_count] people at [value_time] on [value_day] . so whichever [value_count] could accommodate that works for me .
273,SNG01513.json,1,      great i have you at [restaurant_name] at [value_time] and the reference number is [restaurant_reference] . is there anything else i can help you with ?      
274,SNG01513.json,0,"no thank you , that was all i needed . have a great day ."
275,SNG01513.json,1,      the location is at [restaurant_address] [restaurant_postcode] the phone number is [restaurant_phone] . is there anything else i can help you with ?      
276,SNG01513.json,0,there seems to be an error . thanks for booking the [value_food] restaurant . that is all i needed .
277,SNG01513.json,1,"      just want to confirm , do you need any further assistance ?      "
278,SNG01513.json,0,no that was everything . thanks
279,SNG01513.json,1,      thank you for using our services .      
280,SNG01520.json,0,i am looking for a restaurant . i would like something [value_pricerange] that has [value_food] food .
281,SNG01520.json,1,i have heard good things about [restaurant_name] . need a reservation ?
282,SNG01520.json,0,"yes , could you make a reservation for [value_count] at [value_time] on [value_day] ?"
283,SNG01520.json,1,      your booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] .      
284,SNG01520.json,0,thank you so much for your help !
285,SNG01520.json,1,      you are welcome . thank you ! have a good day now !      
286,SNG01520.json,0,"thanks , you too . goodbye ."
287,SNG01520.json,1,      thank you for using [value_place] towninfo [value_area] . goodbye      
288,SNG01527.json,0,i am looking for a place to dine . the restaurant should be in the [value_pricerange] price range and should serve [value_food] food .
289,SNG01527.json,1,how about [restaurant_name] ? i have heard great things .
290,SNG01527.json,0,that sounds interesting . what area is the restaurant in ?
291,SNG01527.json,1,it is in the [value_area] area .
292,SNG01527.json,0,"thanks . what is the postcode , address , and area ?"
293,SNG01527.json,1,"[restaurant_name] is in the [value_area] area , address is [restaurant_address] , postcode [restaurant_postcode] . do you want reservations ?"
294,SNG01527.json,0,no thanks . i just needed some info on it . that s all now .
295,SNG01527.json,1,"great , glad i could help . if you think of anything else you need or you would like to book a table i would be glad to help with that , too . bye !"
296,SNG01554.json,0,i am looking for a restaurant . the restaurant should serve [value_food] food and should be in the [value_pricerange] price range
297,SNG01554.json,1,there are [value_count] [value_food] restaurant -s in the [value_pricerange] price range . [value_count] have pizza in their names and then there is [restaurant_name] .
298,SNG01554.json,0,"could i book through you a table at the [restaurant_name] for [value_count] on [value_time] this [value_day] , as well as get the reference number for the [restaurant_name] ?"
299,SNG01554.json,1,      i have booked that for you and your reference number is [restaurant_reference] . is there anything else i can help you with ?      
300,SNG01554.json,0,nothing else . thanks for your great help . goodbye .
301,SNG01554.json,1,      you are welcome . goodbye .      
302,SNG01587.json,0,i want to find an [value_pricerange] restaurant located in [value_place] [value_area] .
303,SNG01587.json,1,what type of food would you like ?
304,SNG01587.json,0,"i am in the mood for [value_food] food , please ."
305,SNG01587.json,1,i have found [value_count] restaurant -s that fit that description . how does [restaurant_name] sound ?
306,SNG01587.json,0,perfect . i need a table for [value_count] at [value_time] on [value_day] .
307,SNG01587.json,1,      ok i have that booked the reference number is [restaurant_reference] .      
308,SNG01587.json,0,great that is all i need . thanks .
309,SNG01587.json,1,"      you are welcome , please call us again in the future . have a great day .      "
310,SNG01587.json,0,"will do ! thank you , hope you have an amazing day as well ."
311,SNG01587.json,1,      i am glad the [value_place] towninfo [value_area] helped you . goodbye .      
312,SNG01608.json,0,are there any [value_food] restaurant -s in [value_place] ?
313,SNG01608.json,1,"yes there is a [value_food] restaurant in [value_place] with [value_count] different location -s , would you like the addresses ?"
314,SNG01608.json,0,if [value_count] of them has a [value_pricerange] price range please give me that address . if not tell me about [value_food] restaurant -s instead .
315,SNG01608.json,1,"i have [value_count] [value_food] restuarants , both in the [value_area] and both [value_pricerange] . may i recommend [restaurant_name] ?"
316,SNG01608.json,0,actually i need a [value_pricerange] -ly priced restaurant . are there any fitting that description ?
317,SNG01608.json,1,i am sorry . i mistook that price range . the [restaurant_name] is in the [value_pricerange] range . would that work for you ?
318,SNG01608.json,0,"yes , i need a reservation for [value_count] people at [value_time] on [value_day] ."
319,SNG01608.json,1,      booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] .      
320,SNG01608.json,0,thanks so much . that s all for today . bye !
321,SNG01608.json,1,      you are more than welcome !      
322,SNG01609.json,0,i am looking for a place to dine . the restaurant should serve [value_food] food and should be in the [value_area]
323,SNG01609.json,1,i am afraid there are not any . would you like to try another area or cuisine ?
324,SNG01609.json,0,what restaurant -s are [value_pricerange] ?
325,SNG01609.json,1,[restaurant_name] is [value_pricerange] in that area .
326,SNG01609.json,0,how about [value_count] that serves [value_food] food ?
327,SNG01609.json,1,[restaurant_name] serves [value_food] food in the [value_area] area . would you like a reservation ?
328,SNG01609.json,0,"yes , please . [value_count] people at [value_time] on [value_day] ."
329,SNG01609.json,1,booking was unsuccessful . is there another day or time slot you would be interested in ?
330,SNG01609.json,0,how about for [value_time] ?
331,SNG01609.json,1,"      yes , that did the trick ! your reference number is [restaurant_reference] and they'll hold the table for [value_count] minutes . is there anything else i can help you with ?      "
332,SNG01609.json,0,"that is all i need , thank you ."
333,SNG01609.json,1,      you are very welcome . good day .      
334,SNG01611.json,0,i am looking for a restaurant . the restaurant should be in the [value_area] and should serve persian food
335,SNG01611.json,1,i am sorry . there are no person food eateries in the [value_area] . would you like to find a different type of food ?
336,SNG01611.json,0,"yes , i am looking for a [value_pricerange] price range ."
337,SNG01611.json,1,"i am sorry , we have no persian restaurant -s in the [value_area] ."
338,SNG01611.json,0,what about [value_food] foods ?
339,SNG01611.json,1,[restaurant_name] looks good . would you like a reservation ?
340,SNG01611.json,0,"yes , i want a reservation for [value_count] people at [value_time] on [value_day] ."
341,SNG01611.json,1,"sorry , the restaurant does not have any openings for that date and time ."
342,SNG01611.json,0,ok . ill check latter
343,SNG01611.json,1,alright . have a good day .
344,SNG01671.json,0,what is the address for find [restaurant_name] ?
345,SNG01671.json,1,the address for that restaurant is [restaurant_address] .
346,SNG01671.json,0,"thank you , can you book a table for [value_count] on [value_day] at [value_time]"
347,SNG01671.json,1,i am sorry . the restaurant is fully booked at that time . what other day or time slot would be good for you ?
348,SNG01671.json,0,please try [value_day] at [value_time] . it should be less crowded then .
349,SNG01671.json,1,      booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] .      
350,SNG01671.json,0,thank you for the help .
351,SNG01671.json,1,      you are more than welcome !      
352,SNG01672.json,0,i am looking for a place to dine . the restaurant should be in the [value_area] and should be in the [value_pricerange] price range
353,SNG01672.json,1,i have both an [value_food] restaurant and a [value_food] restaurant . do you have a preference ?
354,SNG01672.json,0,i do not care book a table for [value_count] people at [value_time] on [value_day] .
355,SNG01672.json,1,      booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] .      
356,SNG01672.json,0,cool thank you . i am all set for now .
357,SNG01672.json,1,      thanks for allowing me to help you . have a great day .      
358,SNG01683.json,0,i am looking for a restaurant . the restaurant should serve [value_food] food and should be in the [value_pricerange] price range
359,SNG01683.json,1,[restaurant_name] is a great restaurant that fulfills your wishes . it is located at [value_count] [restaurant_address] .
360,SNG01683.json,0,"awesome . can i also get the area , post code , and phone number ?"
361,SNG01683.json,1,"yes , [restaurant_name] is located in the [value_area] and the postcode is [restaurant_postcode] ."
362,SNG01683.json,0,"thanks , i just need the phone number so i can call them ."
363,SNG01683.json,1,the phone number is [restaurant_phone] . is there anything else i can help you with ?
