Unnamed: 0,id,who,utt,system_response,context,act_param
90,SNG01235.json,0,i am looking for a restaurant in the value_area that serves value_food food .,INFORM_TYPE-value_area-value_food,<start>,inform_type-value_area-value_food
92,SNG01235.json,0,"no , i really need a restaurant in the value_area that serves value_food food .",INFORM_TYPE-value_area-value_food,"unfortunately , i was unable to find a restaurant in the value_area that serves value_food cuisine . is there another type of cuisine that would interest you ?",inform_type-value_area-value_food
94,SNG01235.json,0,are there any restaurant -s in the value_area that serve value_food food ?,INFORM_TYPE_CHANGE-value_area-value_food,there is value_food food in the value_area and value_area of town . the value_area has many cuisines but no value_food food .,inform_type_change-value_area-value_food
96,SNG01235.json,0,will you please book a table for value_people people at value_time on value_day ?,MAKE_RESERVATION-value_people-value_time-value_day,restaurant_name is a value_food place that is in the value_area . the number is restaurant_phone .,make_reservation-value_day-value_people-value_time
98,SNG01235.json,0,"we can go earlier . how about value_time , please ?",MAKE_RESERVATION_CHANGE_TIME-value_time,"unfortunately , the time and day you've chosen is unavailable . would you like to book a different time or day ?",make_reservation_change_time-value_time
100,SNG01235.json,0,"great , that was all . thanks",GOODBYE,booking was successful for value_time . the table will be reserved for value_people minutes . your reference number is restaurant_reference . anything else ?,goodbye
102,SNG01243.json,0,i am looking for place -s to eat in the value_area part of town .,INFORM_TYPE-value_area,<start>,inform_type-value_area
104,SNG01243.json,0,is it a value_pricerange restaurant ?,ASK_INFO,"its called restaurant_name , serves value_food food and address is restaurant_address",ask_info
106,SNG01243.json,0,"i need a value_pricerange place , please .",INFORM_TYPE-value_pricerange,"no , it is value_pricerange .",inform_type-value_pricerange
108,SNG01243.json,0,"thanks , will you please book a table for value_people people on value_day at value_time ?",MAKE_RESERVATION-value_people-value_day-value_time,restaurant_name is value_pricerange and looks great .,make_reservation-value_day-value_people-value_time
110,SNG01243.json,0,perfect ! thank you for all of your help .,GOODBYE,booking was successful . the table will be reserved for value_people minutes . reference number is restaurant_reference .,goodbye
112,SNG01243.json,0,"wait , i might want to change my mind about that restaurant . are there any that serve food from value_food ?",INFORM_TYPE-value_food,you are more than welcome . may i do anything else for you today ?,inform_type-value_food
114,SNG01243.json,0,"i figured , my wife asks me odd random question sometimes , had to check . i am all set , thanks .",GOODBYE,"no , there are none fitting that description , sir . sorry about that .",goodbye
116,SNG01243.json,0,"no , thank you . no further questions for now . goodbye .",GOODBYE,do you need any further assistance ?,goodbye
118,SNG01255.json,0,i need help finding a restaurant please .,INFORM_TYPE,<start>,inform_type
120,SNG01255.json,0,i would really like to find someplace serving value_food in the value_area of town .,INFORM_TYPE-value_food-value_area,what kind of food are you looking for and do you have a certain area you would like to visit ?,inform_type-value_area-value_food
122,SNG01255.json,0,"yes , i need a table for value_people people at value_time on value_day .",MAKE_RESERVATION-value_people-value_time-value_day,restaurant_name serves value_food food in the value_area . do you want me to make a reservation ?,make_reservation-value_day-value_people-value_time
124,SNG01255.json,0,"no , that is all thanks . goodbye .",GOODBYE,you are booked for restaurant_name . your reference number is restaurant_reference . the table will be reserved for value_people minutes . anything else ?,goodbye
126,SNG01256.json,0,looking for a restaurant . the restaurant should be in the value_pricerange price range and should be in the value_area .,INFORM_TYPE-value_pricerange-value_area,<start>,inform_type-value_area-value_pricerange
128,SNG01256.json,0,"no , i do not have a cuisine preference . i just need to book for value_people people at value_time on value_day .",MAKE_RESERVATION-value_people-value_time-value_day,"i have many excellent options available . do you have a cuisine preference , i should i recommend 1 ?",make_reservation-value_day-value_people-value_time
130,SNG01256.json,0,"that sounds great , thank you . goodbye .",GOODBYE,"great , i booked you at the restaurant_name and your reference number is restaurant_reference .",goodbye
132,SNG01292.json,0,i am looking for a place to dine . the restaurant should be in the value_area and should be in the value_pricerange price range .,INFORM_TYPE-value_area-value_pricerange,<start>,inform_type-value_area-value_pricerange
134,SNG01292.json,0,is there any place that serves value_food food ?,INFORM_TYPE-value_food,i have restaurant_name they serve value_food food .,inform_type-value_food
136,SNG01292.json,0,"either would be fine , could you make me a reservation for value_people people at value_time on value_day ?",MAKE_RESERVATION-value_people-value_time-value_day,there are 2 value_food restaurant -s that are in the value_pricerange price range restaurant_name and the restaurant_name .,make_reservation-value_day-value_people-value_time
138,SNG01292.json,0,"no , that is all . thanks , goodbye .",GOODBYE,"i have booked you a table for value_people , your reference number is restaurant_reference . can i help you with anything else ?",goodbye
140,SNG01335.json,0,"hello ! i would like to go to a restaurant in the value_area , please .",INFORM_TYPE-value_area,<start>,inform_type-value_area
142,SNG01335.json,0,value_pricerange price please,INFORM_TYPE-value_pricerange,there are 9 restaurant -s in the value_area . do you want a certain price range ?,inform_type-value_pricerange
144,SNG01335.json,0,"i would like to try the value_food 1 . what is the restaurant s name , please ?",ASK_INFO,i have 2 value_food restaurant -s and 1 value_food restaurant . do you have a preference ?,ask_info
146,SNG01335.json,0,"can i get the address , postcode too , please ?",ASK_INFO-address-postcode,it is restaurant_name .,ask_info-address-postcode
148,SNG01335.json,0,thanks a lot that would be all .,GOODBYE,"the address is restaurant_address , postcode restaurant_postcode . anything else ?",goodbye
150,SNG01352.json,0,i am trying to find an value_pricerange restaurant in the value_area of town .,INFORM_TYPE-value_pricerange-value_area,<start>,inform_type-value_area-value_pricerange
152,SNG01352.json,0,value_food food please,INFORM_TYPE-value_food,"okay , there are a lots of options . what type of food would you like to eat ?",inform_type-value_food
154,SNG01352.json,0,"ok , how about value_food food then ?",INFORM_TYPE_CHANGE-value_food,i do not have any restaurant -s that meet that criteria . is there another type of food or area you would be interested in ?,inform_type_change-value_food
156,SNG01352.json,0,"no , i do not need a reservation . just the phone number and post code please .",MAKE_RESERVATION,how about restaurant_name ? they are an value_pricerange value_food restaurant at restaurant_address . would you like me to make a reservation ?,make_reservation
158,SNG01352.json,0,great ! thanks so much .,GOODBYE,their phone number is restaurant_phone . and port code is restaurant_postcode,goodbye
160,SNG01352.json,0,no that is all . thanks,GOODBYE,you are quite welcome . is there anything further i can assist you with ?,goodbye
162,SNG01380.json,0,i am looking for a particular restaurant . its name is called restaurant_name,INFORM_TYPE-restaurant_name,<start>,inform_type-restaurant_name
164,SNG01380.json,0,thanks a lot . that s all the information i am looking for . goodbye .,GOODBYE,restaurant_name offers value_food found value_area has value_pricerange price range restaurant_phone restaurant_postcode restaurant_address,goodbye
166,SNG01382.json,0,i am looking for ian hong house,INFORM_TYPE,<start>,inform_type
168,SNG01382.json,0,ok i would like to book for value_people people at value_time on value_day please,MAKE_RESERVATION-value_people-value_time-value_day,that is a value_food restaurant in the value_area of town .,make_reservation-value_day-value_people-value_time
170,SNG01382.json,0,"no , you were super efficient . thank you . goodbye .",GOODBYE,i have that booked for you and here is your reference number xdyjmto7 . is there anything else ?,goodbye
172,SNG01391.json,0,i am looking for a restaurant . the restaurant should be in the value_area and should serve value_food food,INFORM_TYPE-value_area-value_food,<start>,inform_type-value_area-value_food
174,SNG01391.json,0,is that restaurant value_pricerange ?,ASK_INFO,restaurant_name at restaurant_address .,ask_info
176,SNG01391.json,0,please get me the you get phone number and address,ASK_INFO-address-phone,yes the restaurant is value_pricerange .,ask_info-address-phone
178,SNG01391.json,0,no thank you . i do not a reservation . that is all the info i need today .,GOODBYE,the phone number is restaurant_phone and the address is restaurant_address . would you like to make a reservation ?,goodbye
180,SNG01391.json,0,"you , too . thank you , goodbye now .",GOODBYE,you are welcome . please call us again and have a nice day .,goodbye
182,SNG01406.json,0,"i am wanting value_food food , is there a restaurant that serves that near the value_area of town ?",INFORM_TYPE-value_food-value_area,<start>,inform_type-value_area-value_food
184,SNG01406.json,0,thank you . i would like to book a table for value_people people for value_day at value_time . also can you provide a reference number to confirm .,MAKE_RESERVATION-value_people-value_day-value_time,how about restaurant_name a value_pricerange restaurant in the value_area located at 74 mill road ?,make_reservation-value_day-value_people-value_time
186,SNG01406.json,0,"reference number zmzlmlr9 , got it , thank you .",GOODBYE,you are booked at restaurant_name . reference number is restaurant_reference . the table will be reserved for value_people minutes .,goodbye
188,SNG01406.json,0,"no , that was all . thank you for your help .",GOODBYE,is there anything else i can help you with today ?,goodbye
190,SNG01407.json,0,"i want a place for dinner and serves a value_food food , where can i find it ? please first pick for me a taxi to that place should be to the value_area .",ASK_INFO,<start>,ask_info
192,SNG01407.json,0,how about a value_food restaurant ?,INFORM_TYPE_CHANGE-value_food,"unfortunately , i was unable to find a value_food restaurant in the value_area . is there anything else i can help you with ?",inform_type_change-value_food
194,SNG01407.json,0,"yes , please . value_people people at value_time on value_day .",MAKE_RESERVATION-value_people-value_time-value_day,restaurant_name sounds like a good idea . need a reservation ?,make_reservation-value_day-value_people-value_time
196,SNG01407.json,0,"yes , let s shoot for the same thing but on value_day instead , okay ?",MAKE_RESERVATION_CHANGE_TIME-value_day,"i am so sorry , but i was not able to make that reservation for you . may i try on another day or at another time ?",make_reservation_change_time-value_day
198,SNG01407.json,0,may i have the reference number please ?,ASK_INFO-phone,i was able to get you that reservation on value_day . the table will be reserved for value_people minutes prior to your arrival .,ask_info-phone
200,SNG01407.json,0,that was all . thanks,GOODBYE,"absolutely , the reference number is restaurant_reference . is there anything else i can help you with today ?",goodbye
202,SNG01407.json,0,"no , i do not need that anymore . thanks . have a great day !",GOODBYE,did you say you also needed a taxi to the restaurant ?,goodbye
204,SNG01423.json,0,can you help me find restaurant_name ?,INFORM_TYPE-restaurant_name,<start>,inform_type-restaurant_name
206,SNG01423.json,0,that would be great . can you book a table for value_people at value_time on value_day ?,MAKE_RESERVATION-value_people-value_time-value_day,"i have restaurant_name located in value_area , phone number is restaurant_phone . would you like for me to make a reservation for you ?",make_reservation-value_day-value_people-value_time
208,SNG01423.json,0,"yes please , can i have the number ?",ASK_INFO-phone,"all right , i have got you booked for value_day at value_time for value_people people . would you like the reference number ?",ask_info-phone
210,SNG01423.json,0,thanks . that s everything for today .,GOODBYE,"certainly , your reference number is restaurant_reference .",goodbye
212,SNG01423.json,0,thank you . goodbye .,GOODBYE,thank you for using our system .,goodbye
214,SNG01425.json,0,is it possible to get any value_food food in the value_area part of town ?,ASK_INFO,<start>,ask_info
216,SNG01425.json,0,what about value_food food ?,INFORM_TYPE_CHANGE-value_food,"sorry , i am showing no results for value_food restaurant -s . any other foods you would like to have ?",inform_type_change-value_food
218,SNG01425.json,0,book a table for value_people people at value_time on value_day .,MAKE_RESERVATION-value_people-value_time-value_day,restaurant_name has some great reviews .,make_reservation-value_day-value_people-value_time
220,SNG01425.json,0,"thanks , that s all . goodbye .",GOODBYE,your booking was successful . the table will be reserved for value_people minutes . reference number is restaurant_reference .,goodbye
222,SNG01436.json,0,please help me find a restaurant that serves value_food food near the value_area of town .,INFORM_TYPE-value_food-value_area,<start>,inform_type-value_area-value_food
224,SNG01436.json,0,i do not care about the price .,INFORM_TYPE,there are 7 restaurant -s in the value_area of town that serve value_food food ranging from value_pricerange to value_pricerange . is there a particular price range you are looking for ?,inform_type
226,SNG01436.json,0,"no thanks , but could i please have the postcode ?",ASK_INFO-postcode,ok then . i suggest restaurant_name . it s located at restaurant_address . would you like a reservation ?,ask_info-postcode
228,SNG01436.json,0,can you please tell me the phone number ?,ASK_INFO-phone,the post code is restaurant_postcode . can i assist you further ?,ask_info-phone
230,SNG01436.json,0,"great , thanks for all your help .",GOODBYE,the phone number is restaurant_phone .,goodbye
232,SNG01436.json,0,"nope , that covers all my needs . thanks .",GOODBYE,no problem . did you need anything else ?,goodbye
234,SNG01456.json,0,"hi there , can you help me find a restaurant in the value_area of town ? someplace with value_food food ?",INFORM_TYPE-value_area-value_food,<start>,inform_type-value_area-value_food
236,SNG01456.json,0,what price range is that restaurant ?,ASK_INFO,i have heard great things about restaurant_name . want a reservation ?,ask_info
238,SNG01456.json,0,"no that will not be necessary , could you just give me the address and postcode please ?",ASK_INFO-address-postcode,restaurant_name is in the value_pricerange price range . would you like me to make a reservation for you ?,ask_info-address-postcode
240,SNG01456.json,0,"great , that s all for now . thanks !",GOODBYE,"sure , the address is restaurant_address and the postcode is restaurant_postcode .",goodbye
242,SNG01477.json,0,i am looking for a restuarant in the value_pricerange price range and should be in the value_area,INFORM_TYPE-value_pricerange-value_area,<start>,inform_type-value_area-value_pricerange
244,SNG01477.json,0,"i would prefer value_food food , please !",INFORM_TYPE-value_food,i have found many restaurant -s with the criteria you gave me offering different kinds of food . do you have a preference for type of food ?,inform_type-value_food
246,SNG01477.json,0,how about value_food food ?,INFORM_TYPE_CHANGE-value_food,"i do not have any value_food restaurant -s that meet your criteria . would value_food or value_food be ok , or would you like a more exotic cuisine instead ?",inform_type_change-value_food
248,SNG01477.json,0,sure . what is their phone number and address there,ASK_INFO-address-phone,how about restaurant_name ?,ask_info-address-phone
250,SNG01477.json,0,"that is everything , still ironing out details , so i will call them later , thanks for your help .",GOODBYE,caffee uno is located at restaurant_address and the phone number is restaurant_phone .,goodbye
252,SNG01477.json,0,that was all i needed for now . thanks,GOODBYE,you are quite welcome . do you need any further assistance ?,goodbye
254,SNG01483.json,0,i am looking for a value_pricerange place to dine that serves value_food food .,INFORM_TYPE-value_pricerange-value_food,<start>,inform_type-value_food-value_pricerange
256,SNG01483.json,0,"i have got my heart set on value_food but we could go a bit more value_pricerange , i guess .",INFORM_TYPE_CHANGE-value_food-value_pricerange,i did not find any results . would you like to try a different cuisine ?,inform_type_change-value_food-value_pricerange
258,SNG01483.json,0,how about value_food food ?,INFORM_TYPE_CHANGE-value_food,i am sorry but there is no value_food food available in cambridge . what other food interests you ?,inform_type_change-value_food
260,SNG01483.json,0,"yes , for value_people people at value_time on value_day .",MAKE_RESERVATION-value_people-value_time-value_day,the restaurant_name is value_food and value_pricerange . would you like me to make a reservation for you ?,make_reservation-value_day-value_people-value_time
262,SNG01483.json,0,thanks . that is all i need today .,GOODBYE,your reservations were successful . the table will be reserved for value_people minutes on value_day at value_time for value_people . your reference number is restaurant_reference .,goodbye
264,SNG01513.json,0,hello . i am looking for a recommendation for a place to eat .,INFORM_TYPE,<start>,inform_type
266,SNG01513.json,0,i am looking for a place that is in the value_area and offers the americas food .,INFORM_TYPE-value_area,"okay , i need some more information . do you have a type of food or area where you would like to go ?",inform_type-value_area
268,SNG01513.json,0,where else could ypou suppose i get value_food food,ANYTHING_ELSE-value_food,"sorry , i could not find anything .",anything_else-value_food
270,SNG01513.json,0,how about value_food ? i love pasta .,INFORM_TYPE_CHANGE-value_food,"i am not sure , nothing is coming up for that type of food . would you like to try a different cuisine ?",inform_type_change-value_food
272,SNG01513.json,0,it does not matter really . but i want to book for value_people people at value_time on value_day . so whichever 1 could accommodate that works for me .,MAKE_RESERVATION-value_people-value_time-value_day,i have found a few value_food restaurant -s located in the value_area area of town what price range are you looking for ?,make_reservation-value_day-value_people-value_time
274,SNG01513.json,0,"no thank you , that was all i needed . have a great day .",GOODBYE,great i have you at restaurant_name at value_time and the reference number is restaurant_reference . is there anything else i can help you with ?,goodbye
276,SNG01513.json,0,there seems to be an error . thanks for booking the value_food restaurant . that is all i needed .,GOODBYE-value_food,the location is at restaurant_address restaurant_postcode the phone number is restaurant_phone . is there anything else i can help you with ?,goodbye-value_food
278,SNG01513.json,0,no that was everything . thanks,GOODBYE,"just want to confirm , do you need any further assistance ?",goodbye
280,SNG01520.json,0,i am looking for a restaurant . i would like something value_pricerange that has value_food food .,INFORM_TYPE-value_pricerange-value_food,<start>,inform_type-value_food-value_pricerange
282,SNG01520.json,0,"yes , could you make a reservation for value_people at value_time on value_day ?",MAKE_RESERVATION-value_people-value_time-value_day,i have heard good things about restaurant_name . need a reservation ?,make_reservation-value_day-value_people-value_time
284,SNG01520.json,0,thank you so much for your help !,GOODBYE,your booking was successful . the table will be reserved for value_people minutes . reference number is restaurant_reference .,goodbye
286,SNG01520.json,0,"thanks , you too . goodbye .",GOODBYE,you are welcome . thank you ! have a good day now !,goodbye
288,SNG01527.json,0,i am looking for a place to dine . the restaurant should be in the value_pricerange price range and should serve value_food food .,INFORM_TYPE-value_pricerange-value_food,<start>,inform_type-value_food-value_pricerange
290,SNG01527.json,0,that sounds interesting . what area is the restaurant in ?,ASK_INFO,how about restaurant_name ? i have heard great things .,ask_info
292,SNG01527.json,0,"thanks . what is the postcode , address , and area ?",ASK_INFO-address-postcode,it is in the value_area area .,ask_info-address-postcode
294,SNG01527.json,0,no thanks . i just needed some info on it . that s all now .,GOODBYE,"restaurant_name is in the value_area area , address is restaurant_address , postcode restaurant_postcode . do you want reservations ?",goodbye
296,SNG01554.json,0,i am looking for a restaurant . the restaurant should serve value_food food and should be in the value_pricerange price range,INFORM_TYPE-value_food-value_pricerange,<start>,inform_type-value_food-value_pricerange
298,SNG01554.json,0,"could i book through you a table at the restaurant_name for value_people on value_time this value_day , as well as get the reference number for the restaurant_name ?",MAKE_RESERVATION-restaurant_name-value_people-value_time-value_day-restaurant_name,there are 5 value_food restaurant -s in the value_pricerange price range . 4 have value_food in their names and then there is restaurant_name .,make_reservation-restaurant_name-restaurant_name-value_day-value_people-value_time
300,SNG01554.json,0,nothing else . thanks for your great help . goodbye .,GOODBYE,i have booked that for you and your reference number is restaurant_reference . is there anything else i can help you with ?,goodbye
302,SNG01587.json,0,i want to find an value_pricerange restaurant located in cambridge value_area .,INFORM_TYPE-value_pricerange-value_area,<start>,inform_type-value_area-value_pricerange
304,SNG01587.json,0,"i am in the mood for value_food food , please .",INFORM_TYPE-value_food,what type of food would you like ?,inform_type-value_food
306,SNG01587.json,0,perfect . i need a table for value_people at value_time on value_day .,MAKE_RESERVATION-value_people-value_time-value_day,i have found 4 restaurant -s that fit that description . how does restaurant_name sound ?,make_reservation-value_day-value_people-value_time
308,SNG01587.json,0,great that is all i need . thanks .,GOODBYE,ok i have that booked the reference number is restaurant_reference .,goodbye
310,SNG01587.json,0,"will do ! thank you , hope you have an amazing day as well .",GOODBYE,"you are welcome , please call us again in the future . have a great day .",goodbye
312,SNG01608.json,0,are there any value_food restaurant -s in cambridge ?,INFORM_TYPE-value_food,<start>,inform_type-value_food
314,SNG01608.json,0,if 1 of them has a value_pricerange price range please give me that address . if not tell me about value_food restaurant -s instead .,INFORM_TYPE_CHANGE-value_pricerange-value_food,"yes there is a value_food restaurant in cambridge with 2 different location -s , would you like the addresses ?",inform_type_change-value_food-value_pricerange
316,SNG01608.json,0,actually i need a value_pricerange -ly priced restaurant . are there any fitting that description ?,INFORM_TYPE-value_pricerange,"i have 2 value_food restuarants , both in the value_area and both value_pricerange . may i recommend restaurant_name ?",inform_type-value_pricerange
318,SNG01608.json,0,"yes , i need a reservation for value_people people at value_time on value_day .",MAKE_RESERVATION-value_people-value_time-value_day,i am sorry . i mistook that price range . the restaurant_name is in the value_pricerange range . would that work for you ?,make_reservation-value_day-value_people-value_time
320,SNG01608.json,0,thanks so much . that s all for today . bye !,GOODBYE,booking was successful . the table will be reserved for value_people minutes . reference number is restaurant_reference .,goodbye
322,SNG01609.json,0,i am looking for a place to dine . the restaurant should serve value_food food and should be in the value_area,INFORM_TYPE-value_food-value_area,<start>,inform_type-value_area-value_food
324,SNG01609.json,0,what restaurant -s are value_pricerange ?,INFORM_TYPE-value_pricerange,i am afraid there are not any . would you like to try another area or cuisine ?,inform_type-value_pricerange
326,SNG01609.json,0,how about 1 that serves value_food food ?,INFORM_TYPE_CHANGE-value_food,restaurant_name is value_pricerange in that area .,inform_type_change-value_food
328,SNG01609.json,0,"yes , please . value_people people at value_time on value_day .",MAKE_RESERVATION-value_people-value_time-value_day,restaurant_name serves value_food food in the value_area area . would you like a reservation ?,make_reservation-value_day-value_people-value_time
330,SNG01609.json,0,how about for value_time ?,MAKE_RESERVATION_CHANGE_TIME-value_time,booking was unsuccessful . is there another day or time slot you would be interested in ?,make_reservation_change_time-value_time
332,SNG01609.json,0,"that is all i need , thank you .",GOODBYE,"yes , that did the trick ! your reference number is restaurant_reference and they'll hold the table for value_people minutes . is there anything else i can help you with ?",goodbye
334,SNG01611.json,0,i am looking for a restaurant . the restaurant should be in the value_area and should serve value_food food,INFORM_TYPE-value_area-value_food,<start>,inform_type-value_area-value_food
336,SNG01611.json,0,"yes , i am looking for a value_pricerange price range .",INFORM_TYPE-value_pricerange,i am sorry . there are no person food eateries in the value_area . would you like to find a different type of food ?,inform_type-value_pricerange
338,SNG01611.json,0,what about value_food foods ?,INFORM_TYPE_CHANGE-value_food,"i am sorry , we have no value_food restaurant -s in the value_area .",inform_type_change-value_food
340,SNG01611.json,0,"yes , i want a reservation for value_people people at value_time on value_day .",MAKE_RESERVATION-value_people-value_time-value_day,restaurant_name looks good . would you like a reservation ?,make_reservation-value_day-value_people-value_time
342,SNG01611.json,0,ok . ill check latter,INFORM_TYPE,"sorry , the restaurant does not have any openings for that date and time .",inform_type
344,SNG01671.json,0,what is the address for find restaurant_name ?,ASK_INFO-address,<start>,ask_info-address
