,id,who,"utt",system_response
161,SNG01352.json,1,"you are welcome . enjoy your meal . thank you for contacting the value_area . goodbye .",system_response
162,SNG01380.json,0,"i am looking for a particular restaurant . its name is called restaurant_name",INFORM_TYPE-restaurant_name
163,SNG01380.json,1,"restaurant_name offers value_food found value_area has value_pricerange price range restaurant_phone restaurant_postcode restaurant_address",system_response
164,SNG01380.json,0,"thanks a lot . that s all the information i am looking for . goodbye .",GOODBYE
165,SNG01380.json,1,"goodbye and have a nice day .",system_response
166,SNG01382.json,0,"i am looking for ian hong house",INFORM_TYPE
167,SNG01382.json,1,"that is a value_food restaurant in the value_area of town .",system_response
168,SNG01382.json,0,"ok i would like to book for value_people people at value_time on value_day please",MAKE_RESERVATION-value_people-value_time-value_day
169,SNG01382.json,1,"i have that booked for you and here is your reference number xdyjmto7 . is there anything else ?",system_response
170,SNG01382.json,0,"no , you were super efficient . thank you . goodbye .",GOODBYE
171,SNG01382.json,1,"it was my pleasure . have a great day !",system_response
172,SNG01391.json,0,"i am looking for a restaurant . the restaurant should be in the value_area and should serve value_food food",INFORM_TYPE-value_area-value_food
173,SNG01391.json,1,"restaurant_name at restaurant_address .",system_response
174,SNG01391.json,0,"is that restaurant value_pricerange ?",ASK_INFO
175,SNG01391.json,1,"yes the restaurant is value_pricerange .",system_response
176,SNG01391.json,0,"please get me the you get phone number and address",ASK_INFO-address-phone
177,SNG01391.json,1,"the phone number is restaurant_phone and the address is restaurant_address . would you like to make a reservation ?",system_response
178,SNG01391.json,0,"no thank you . i do not a reservation . that is all the info i need today .",GOODBYE
179,SNG01391.json,1,"you are welcome . please call us again and have a nice day .",system_response
180,SNG01391.json,0,"you , too . thank you , goodbye now .",GOODBYE
181,SNG01391.json,1,"thank you for allowing me to help you , have a great day .",system_response
182,SNG01406.json,0,"i am wanting value_food food , is there a restaurant that serves that near the value_area of town ?",INFORM_TYPE-value_food-value_area
183,SNG01406.json,1,"how about restaurant_name a value_pricerange restaurant in the value_area located at 74 mill road ?",system_response
184,SNG01406.json,0,"thank you . i would like to book a table for value_people people for value_day at value_time . also can you provide a reference number to confirm .",MAKE_RESERVATION-value_people-value_day-value_time
185,SNG01406.json,1,"you are booked at restaurant_name . reference number is restaurant_reference . the table will be reserved for value_people minutes .",system_response
186,SNG01406.json,0,"reference number zmzlmlr9 , got it , thank you .",GOODBYE
187,SNG01406.json,1,"is there anything else i can help you with today ?",system_response
188,SNG01406.json,0,"no , that was all . thank you for your help .",GOODBYE
189,SNG01406.json,1,"great ! have a nice day !",system_response
190,SNG01407.json,0,"i want a place for dinner and serves a value_food food , where can i find it ? please first pick for me a taxi to that place should be to the value_area .",ASK_INFO
191,SNG01407.json,1,"unfortunately , i was unable to find a value_food restaurant in the value_area . is there anything else i can help you with ?",system_response
192,SNG01407.json,0,"how about a value_food restaurant ?",INFORM_TYPE_CHANGE-value_food
193,SNG01407.json,1,"restaurant_name sounds like a good idea . need a reservation ?",system_response
194,SNG01407.json,0,"yes , please . value_people people at value_time on value_day .",MAKE_RESERVATION-value_people-value_time-value_day
195,SNG01407.json,1,"i am so sorry , but i was not able to make that reservation for you . may i try on another day or at another time ?",system_response
196,SNG01407.json,0,"yes , let s shoot for the same thing but on value_day instead , okay ?",MAKE_RESERVATION_CHANGE_TIME-value_day
197,SNG01407.json,1,"i was able to get you that reservation on value_day . the table will be reserved for value_people minutes prior to your arrival .",system_response
198,SNG01407.json,0,"may i have the reference number please ?",ASK_INFO-phone
199,SNG01407.json,1,"absolutely , the reference number is restaurant_reference . is there anything else i can help you with today ?",system_response
200,SNG01407.json,0,"that was all . thanks",GOODBYE
201,SNG01407.json,1,"did you say you also needed a taxi to the restaurant ?",system_response
202,SNG01407.json,0,"no , i do not need that anymore . thanks . have a great day !",GOODBYE
203,SNG01407.json,1,"you as well . thanks for calling . goodbye .",system_response
204,SNG01423.json,0,"can you help me find restaurant_name ?",INFORM_TYPE-restaurant_name
205,SNG01423.json,1,"i have restaurant_name located in value_area , phone number is restaurant_phone . would you like for me to make a reservation for you ?",system_response
206,SNG01423.json,0,"that would be great . can you book a table for value_people at value_time on value_day ?",MAKE_RESERVATION-value_people-value_time-value_day
207,SNG01423.json,1,"all right , i have got you booked for value_day at value_time for value_people people . would you like the reference number ?",system_response
208,SNG01423.json,0,"yes please , can i have the number ?",ASK_INFO-phone
209,SNG01423.json,1,"certainly , your reference number is restaurant_reference .",system_response
210,SNG01423.json,0,"thanks . that s everything for today .",GOODBYE
211,SNG01423.json,1,"thank you for using our system .",system_response
212,SNG01423.json,0,"thank you . goodbye .",GOODBYE
213,SNG01423.json,1,"you are very welcome . good day .",system_response
214,SNG01425.json,0,"is it possible to get any value_food food in the value_area part of town ?",ASK_INFO
215,SNG01425.json,1,"sorry , i am showing no results for value_food restaurant -s . any other foods you would like to have ?",system_response
216,SNG01425.json,0,"what about value_food food ?",INFORM_TYPE_CHANGE-value_food
217,SNG01425.json,1,"restaurant_name has some great reviews .",system_response
218,SNG01425.json,0,"book a table for value_people people at value_time on value_day .",MAKE_RESERVATION-value_people-value_time-value_day
219,SNG01425.json,1,"your booking was successful . the table will be reserved for value_people minutes . reference number is restaurant_reference .",system_response
220,SNG01425.json,0,"thanks , that s all . goodbye .",GOODBYE
221,SNG01425.json,1,"thank you for using our services .",system_response
222,SNG01436.json,0,"please help me find a restaurant that serves value_food food near the value_area of town .",INFORM_TYPE-value_food-value_area
223,SNG01436.json,1,"there are 7 restaurant -s in the value_area of town that serve value_food food ranging from value_pricerange to value_pricerange . is there a particular price range you are looking for ?",system_response
224,SNG01436.json,0,"i do not care about the price .",INFORM_TYPE
225,SNG01436.json,1,"ok then . i suggest restaurant_name . it s located at restaurant_address . would you like a reservation ?",system_response
226,SNG01436.json,0,"no thanks , but could i please have the postcode ?",ASK_INFO-postcode
227,SNG01436.json,1,"the post code is restaurant_postcode . can i assist you further ?",system_response
228,SNG01436.json,0,"can you please tell me the phone number ?",ASK_INFO-phone
229,SNG01436.json,1,"the phone number is restaurant_phone .",system_response
230,SNG01436.json,0,"great , thanks for all your help .",GOODBYE
231,SNG01436.json,1,"no problem . did you need anything else ?",system_response
232,SNG01436.json,0,"nope , that covers all my needs . thanks .",GOODBYE
233,SNG01436.json,1,"thank you for using the cambridge towninfo value_area . have a nice day !",system_response
234,SNG01456.json,0,"hi there , can you help me find a restaurant in the value_area of town ? someplace with value_food food ?",INFORM_TYPE-value_area-value_food
235,SNG01456.json,1,"i have heard great things about restaurant_name . want a reservation ?",system_response
236,SNG01456.json,0,"what price range is that restaurant ?",ASK_INFO
237,SNG01456.json,1,"restaurant_name is in the value_pricerange price range . would you like me to make a reservation for you ?",system_response
238,SNG01456.json,0,"no that will not be necessary , could you just give me the address and postcode please ?",ASK_INFO-address-postcode
239,SNG01456.json,1,"sure , the address is restaurant_address and the postcode is restaurant_postcode .",system_response
240,SNG01456.json,0,"great , that s all for now . thanks !",GOODBYE
241,SNG01456.json,1,"you are very welcome . have a great day !",system_response
242,SNG01477.json,0,"i am looking for a restuarant in the value_pricerange price range and should be in the value_area",INFORM_TYPE-value_pricerange-value_area
243,SNG01477.json,1,"i have found many restaurant -s with the criteria you gave me offering different kinds of food . do you have a preference for type of food ?",system_response
244,SNG01477.json,0,"i would prefer value_food food , please !",INFORM_TYPE-value_food
245,SNG01477.json,1,"i do not have any value_food restaurant -s that meet your criteria . would value_food or value_food be ok , or would you like a more exotic cuisine instead ?",system_response
246,SNG01477.json,0,"how about value_food food ?",INFORM_TYPE_CHANGE-value_food
247,SNG01477.json,1,"how about restaurant_name ?",system_response
248,SNG01477.json,0,"sure . what is their phone number and address there",ASK_INFO-address-phone
249,SNG01477.json,1,"caffee uno is located at restaurant_address and the phone number is restaurant_phone .",system_response
250,SNG01477.json,0,"that is everything , still ironing out details , so i will call them later , thanks for your help .",GOODBYE
251,SNG01477.json,1,"you are quite welcome . do you need any further assistance ?",system_response
252,SNG01477.json,0,"that was all i needed for now . thanks",GOODBYE
253,SNG01477.json,1,"thank you for using our services .",system_response
254,SNG01483.json,0,"i am looking for a value_pricerange place to dine that serves value_food food .",INFORM_TYPE-value_pricerange-value_food
255,SNG01483.json,1,"i did not find any results . would you like to try a different cuisine ?",system_response
256,SNG01483.json,0,"i have got my heart set on value_food but we could go a bit more value_pricerange , i guess .",INFORM_TYPE_CHANGE-value_food-value_pricerange
257,SNG01483.json,1,"i am sorry but there is no value_food food available in cambridge . what other food interests you ?",system_response
258,SNG01483.json,0,"how about value_food food ?",INFORM_TYPE_CHANGE-value_food
259,SNG01483.json,1,"the restaurant_name is value_food and value_pricerange . would you like me to make a reservation for you ?",system_response
260,SNG01483.json,0,"yes , for value_people people at value_time on value_day .",MAKE_RESERVATION-value_people-value_time-value_day
261,SNG01483.json,1,"your reservations were successful . the table will be reserved for value_people minutes on value_day at value_time for value_people . your reference number is restaurant_reference .",system_response
262,SNG01483.json,0,"thanks . that is all i need today .",GOODBYE
263,SNG01483.json,1,"enjoy your dinner . thank you for contacting towninfo value_area . goodbye .",system_response
264,SNG01513.json,0,"hello . i am looking for a recommendation for a place to eat .",INFORM_TYPE
265,SNG01513.json,1,"okay , i need some more information . do you have a type of food or area where you would like to go ?",system_response
266,SNG01513.json,0,"i am looking for a place that is in the value_area and offers the americas food .",INFORM_TYPE-value_area
267,SNG01513.json,1,"sorry , i could not find anything .",system_response
268,SNG01513.json,0,"where else could ypou suppose i get value_food food",ANYTHING_ELSE-value_food
269,SNG01513.json,1,"i am not sure , nothing is coming up for that type of food . would you like to try a different cuisine ?",system_response
270,SNG01513.json,0,"how about value_food ? i love pasta .",INFORM_TYPE_CHANGE-value_food
271,SNG01513.json,1,"i have found a few value_food restaurant -s located in the value_area area of town what price range are you looking for ?",system_response
272,SNG01513.json,0,"it does not matter really . but i want to book for value_people people at value_time on value_day . so whichever 1 could accommodate that works for me .",MAKE_RESERVATION-value_people-value_time-value_day
273,SNG01513.json,1,"great i have you at restaurant_name at value_time and the reference number is restaurant_reference . is there anything else i can help you with ?",system_response
274,SNG01513.json,0,"no thank you , that was all i needed . have a great day .",GOODBYE
275,SNG01513.json,1,"the location is at restaurant_address restaurant_postcode the phone number is restaurant_phone . is there anything else i can help you with ?",system_response
276,SNG01513.json,0,"there seems to be an error . thanks for booking the value_food restaurant . that is all i needed .",GOODBYE-value_food
277,SNG01513.json,1,"just want to confirm , do you need any further assistance ?",system_response
278,SNG01513.json,0,"no that was everything . thanks",GOODBYE
279,SNG01513.json,1,"thank you for using our services .",system_response
280,SNG01520.json,0,"i am looking for a restaurant . i would like something value_pricerange that has value_food food .",INFORM_TYPE-value_pricerange-value_food
281,SNG01520.json,1,"i have heard good things about restaurant_name . need a reservation ?",system_response
282,SNG01520.json,0,"yes , could you make a reservation for value_people at value_time on value_day ?",MAKE_RESERVATION-value_people-value_time-value_day
283,SNG01520.json,1,"your booking was successful . the table will be reserved for value_people minutes . reference number is restaurant_reference .",system_response
284,SNG01520.json,0,"thank you so much for your help !",GOODBYE
285,SNG01520.json,1,"you are welcome . thank you ! have a good day now !",system_response
286,SNG01520.json,0,"thanks , you too . goodbye .",GOODBYE
287,SNG01520.json,1,"thank you for using cambridge towninfo value_area . goodbye",system_response
288,SNG01527.json,0,"i am looking for a place to dine . the restaurant should be in the value_pricerange price range and should serve value_food food .",INFORM_TYPE-value_pricerange-value_food
289,SNG01527.json,1,"how about restaurant_name ? i have heard great things .",system_response
290,SNG01527.json,0,"that sounds interesting . what area is the restaurant in ?",ASK_INFO
291,SNG01527.json,1,"it is in the value_area area .",system_response
292,SNG01527.json,0,"thanks . what is the postcode , address , and area ?",ASK_INFO-address-postcode
293,SNG01527.json,1,"restaurant_name is in the value_area area , address is restaurant_address , postcode restaurant_postcode . do you want reservations ?",system_response
294,SNG01527.json,0,"no thanks . i just needed some info on it . that s all now .",GOODBYE
295,SNG01527.json,1,"great , glad i could help . if you think of anything else you need or you would like to book a table i would be glad to help with that , too . bye !",system_response
296,SNG01554.json,0,"i am looking for a restaurant . the restaurant should serve value_food food and should be in the value_pricerange price range",INFORM_TYPE-value_food-value_pricerange
297,SNG01554.json,1,"there are 5 value_food restaurant -s in the value_pricerange price range . 4 have value_food in their names and then there is restaurant_name .",system_response
298,SNG01554.json,0,"could i book through you a table at the restaurant_name for value_people on value_time this value_day , as well as get the reference number for the restaurant_name ?",MAKE_RESERVATION-restaurant_name-value_people-value_time-value_day-restaurant_name
299,SNG01554.json,1,"i have booked that for you and your reference number is restaurant_reference . is there anything else i can help you with ?",system_response
300,SNG01554.json,0,"nothing else . thanks for your great help . goodbye .",GOODBYE
301,SNG01554.json,1,"you are welcome . goodbye .",system_response
302,SNG01587.json,0,"i want to find an value_pricerange restaurant located in cambridge value_area .",INFORM_TYPE-value_pricerange-value_area
303,SNG01587.json,1,"what type of food would you like ?",system_response
304,SNG01587.json,0,"i am in the mood for value_food food , please .",INFORM_TYPE-value_food
305,SNG01587.json,1,"i have found 4 restaurant -s that fit that description . how does restaurant_name sound ?",system_response
306,SNG01587.json,0,"perfect . i need a table for value_people at value_time on value_day .",MAKE_RESERVATION-value_people-value_time-value_day
307,SNG01587.json,1,"ok i have that booked the reference number is restaurant_reference .",system_response
308,SNG01587.json,0,"great that is all i need . thanks .",GOODBYE
309,SNG01587.json,1,"you are welcome , please call us again in the future . have a great day .",system_response
